pl_plan,pl_desc,pl_type,pl_class,pl_valunit,pl_form,adfee_amt,payfee_amt,ir1_date,ir1_value,ir2_date,ir2_value,ir3_date,ir3_value,ir4_date,ir4_value,ir5_date,ir5_value,ir6_date,ir6_value,ir7_date,ir7_value,ir8_date,ir8_value,source_file
BA9N,ROLLER BURIAL ASSOCIATION,$,S,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
P9FN,PERMA LIFE 9N FEMALE,$,1,1000.00,PL9-1-09,,,,,,,,,,,,,,,,,,,cifi0004.dbf
P9FS,PERMA LIFE 9S FEMALE,$,1,1000.00,PL9-1-09,,,,,,,,,,,,,,,,,,,cifi0004.dbf
P9FJ,PERMA LIFE 9 FEMALE JUVENILE,$,1,1000.00,PL9-1-09,,,,,,,,,,,,,,,,,,,cifi0004.dbf
P9MN,PERMA LIFE 9N MALE,$,1,1000.00,PL9-1-09,,,,,,,,,,,,,,,,,,,cifi0004.dbf
P9MS,PERMA LIFE 9S MALE,$,1,1000.00,PL9-1-09,,,,,,,,,,,,,,,,,,,cifi0004.dbf
P9MJ,PERMA LIFE 9 MALE JUVENILE,$,1,1000.00,PL9-1-09,,,,,,,,,,,,,,,,,,,cifi0004.dbf
RW9G,WHOLE LIFE CASH,$,1,1000.00,OLF (1-09),,,,,,,,,,,,,,,,,,,cifi0004.dbf
R29G,WHOLE LIFE CASH 20 YEAR PAY,$,1,1000.00,OLF (1-01),,,,,,,,,,,,,,,,,,,cifi0004.dbf
R69G,WHOLE LIFE CASH PAID UP AT 65,$,1,1000.00,OLF (1-01),,,,,,,,,,,,,,,,,,,cifi0004.dbf
BAC,CHRISTESON BURIAL ASSOCIATION,$,S,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BACN,CHRISTESON BURIAL ASSOCIATION,$,S,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802X,EXTENDED TERM 2001 CSO RESERVE,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101X,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802C,EXTENDED INSURANCE 2001 CSO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802K,EXTENDED INSURANCE 80 CET,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101C,PAID-UP/REDUCED PD UP 2001 COM,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101K,PAID UP/REDUCED PD UP 80 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802L,EXTENDED INSURANCE 80 CSO 4.5%,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3X5F,FEMALE FIVE YEAR TERM,$,5,1000.00,T*113,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3X5M,MALE FIVE YEAR TERM,$,5,1000.00,T*113,,,,,,,,,,,,,,,,,,,cifi0004.dbf
RW8A,WHOLE LIFE CASH (A),$,1,1000.00,OLF (1-82),,,,,,,,,,,,,,,,,,,cifi0004.dbf
3ALF,SINGLE PREMIUM FEMALE,$,1,1000.00,3PL-1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3ALM,SINGLE PREMIUM MALE,$,1,1000.00,ALP-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3RWG,WHOLE LIFE CASH,$,1,1000.00,OLF 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3R2G,20 YEAR PAY,$,1,1000.00,OLF 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3R6G,PAID UP AT 65,$,1,1000.00,OLF 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3PFN,PERMA LIFE FEMALE 13N,$,1,1000.00,3PL 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3PFS,PERMA LIFE FEMALE 13S,$,1,1000.00,3PL 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3PMN,PERMA LIFE MALE 13N,$,1,1000.00,3PL 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3PMS,PERMA LIFE MALE 13S,$,1,1000.00,3PL 1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
ALPF,ADDITIONAL PAID UP FEMALE,$,1,1000.00,ALP-99,,,,,,,,,,,,,,,,,,,cifi0004.dbf
ALPM,ADDITIONAL PAID UP MALE,$,1,1000.00,ALP-99,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3X1F,FEMALE TEN YEAR TERM,$,5,1000.00,T*1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3X1M,MALE TEN YEAR TERM,$,5,1000.00,T*1-13,,,,,,,,,,,,,,,,,,,cifi0004.dbf
R28A,20 YEAR PAY (A),$,1,1000.00,OLF (1-82),,,,,,,,,,,,,,,,,,,cifi0004.dbf
R68A,PIAD UP AT 65 (A),$,1,1000.00,OLF (1-82),,,,,,,,,,,,,,,,,,,cifi0004.dbf
3R5F,FEMALE FIVE YEAR TERM RIDER,2,C,1000.00,0113R,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3R5M,MALE FIVE YEAR TERM RIDER,2,C,1000.00,0113R,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3R1F,FEMALE TEN YEAR TERM,2,C,1000.00,0113R,,,,,,,,,,,,,,,,,,,cifi0004.dbf
3R1M,MALE TEN YEAR TERM,2,C,1000.00,0113R,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802Z,EXTENDED TERM 1980 CS RESERVE,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BAY,MARION CO BURIAL ASSOCIATION,$,S,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BAYN,MARION CO BURIAL ASSOCIATION,$,S,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q1MN,10 YEAR TERM MALE NON-TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q1MS,10 YEAR TERM MALE -TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q1FN,10 YR TERM FEMALE NON-TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q1FS,10 YEAR TERM FEMALE TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q2MN,20 YEAR TERM MALE NON-TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q2MS,20 YEAR TERM MALE TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q2FN,20 YR TERM FEMALE NON-TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q2FS,20 YEAR TERM FEMALE TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
QLMN,WHOLE LIFE MALE NON TOBACCO,$,1,1000.00,QL-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q3MN,30 YEAR TERM MALE NON-TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q3MS,30 YEAR TERM MALE TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q3FN,30 YR TERM FEMALE NON-TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
Q3FS,30 YEAR TERM FEMALE TOBACCO,$,5,1000.00,QT-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
QLMS,WHOLE LIFE MALE TOBACCO,$,1,1000.00,QL-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
QLFN,WHOLE LIFE FEMALE NON TOBACCO,$,1,1000.00,QL-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
QLFS,WHOLE LIFE FEMALE TOBACCO,$,1,1000.00,QL-6-15,,,,,,,,,,,,,,,,,,,cifi0004.dbf
100V,SPECIAL VAULT POLICY,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CPSP,SINGLE PREMIUM INCREASING BENE,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CP05,5 YR PAY W/INCREASE DEATH BENE,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CP10,10 PAY LIFE W/INCREASE DEATH,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CP20,20 PAY LIFE INCREASE DEATH BEN,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CW58,WHOLE LIFE,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CW80,WHOLE LIFE,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
CFA0,FLEXIBLE OREM DEFERRED ANNUITY,$,9,1000.00,,,,,,99991231,,99991231,,99991231,,99991231,,99991231,,99991231,,99991231,,cifi0004.dbf
CFA3,FLEXIBLE PREM DEFFERED ANNUITY,$,9,1000.00,,,,19600101,3.0000,99991231,,99991231,,99991231,,99991231,,99991231,,99991231,,99991231,,cifi0004.dbf
CSPB,MERCHANDISE/SERVICE BURIAL,$,S,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BLFN,WHOLE LIFE CASH POLICY,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
B1FN,10 YR TERM FEMALE NON-TOBACCO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BLFS,WHOLE LIFE CASH POLICY,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
B1FS,10 YR TERM FEMALE SMOKER,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9PFN,PERMA LIFE FEMALE 19N,$,1,1000.00,3PL1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9PFS,PERMA LIFE FEMALE 19S,$,1,1000.00,3PL1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9PMN,PERMA LIFE MALE 19N,$,1,1000.00,3PL 1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9PMS,PERMA LIFE MALE 19S,$,1,1000.00,3PL 1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9R2G,20 YEAR PAY,$,1,1000.00,OLF 1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9RWG,WHOLE LIFE,$,1,1000.00,OLF 1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9R6G,PAID UP AT AGE 65,$,1,1000.00,OLF 1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9X5F,FEMALE FIVE YEAR TERM,$,5,1000.00,T*1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9X5M,MALE FIVE YEAR TERM,$,5,1000.00,T* 1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9X1F,FEMALE 10 YEAR TERM,$,5,1000.00,T*1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9X1M,MALE 10 YEAR TERM,$,5,1000.00,T*1-19,,,,,,,,,,,,,,,,,,,cifi0004.dbf
B2FN,20 YR TERM FEMALE NON-TOBACCO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
FBAF,,3,5,,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
B2MN,20 YEAR TERM MALE NON-TOBACCO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
B3FN,30 YR TERM FEMALE NON-TOBACCO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
B3MN,30 YR TERM MALE NON-TOBACCO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
1011,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
1012,PAIDUP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
1013,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
1014,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101N,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101P,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101Q,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
101R,PAID UP/PAID IN FULL 2001 CSO,$,1,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BLMN,WHOLE LIFE CASH POLICY,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
BLMS,MALE SMOKER CASH POLICY,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
8022,EXTENDED TERM,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802S,EXTENDED TERM,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DPFN,PERMA LIFE FEMALE N,$,1,1000.00,3PL 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DPFS,PERMA LIFE FEMALE S,$,1,1000.00,3PL 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DPMN,PERMA LIFE MALE N,$,1,1000.00,3PL 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
9PFM,,3,$,,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DPMS,PERMA LIFE MALE S,$,1,1000.00,3PL 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DRWG,WHOLE LIFE CASH POLICY,$,1,1000.00,OLF 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DR2G,20 YEAR PAY CASH POLICY,$,1,1000.00,OLF 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DR6G,PAID UP AT AGE 65,$,1,1000.00,OLF 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DX5F,FEMALE FIVE YEAR TERM,$,5,1000.00,T* 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DX51,,2,$,,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DX5M,MALE FIVE YEAR TERM,$,5,1000.00,T* 1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
DX1F,FEMALE TEN YEAR TERM,$,5,1000.00,T*1-21,,,,,,,,,,,,,,,,,,,cifi0004.dbf
8021,EXTENDED INSURANCE 2001 CET,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
8024,EXTENDED TERM,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
8023,EXTENDED TERM,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HPFN,PERMA LIFE FEMALE N,$,1,1000.00,3PL 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HPFS,PERMAN LIFE FEMALE S,$,1,1000.00,3PL 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HPMN,PERMAN LIFE MALE N,$,1,1000.00,3PL 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HPMS,PERMAN LIFE MALE S,$,1,1000.00,3PL 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HRWG,WHOLE LIFE CASH POLICY,$,1,1000.00,OLF 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HR2G,20 YEAR PAY CASH POLICY,$,1,1000.00,OLF 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
HR6G,WHOLE LIFE CASH PD UP AT 65,$,1,1000.00,OLF 1-22,,,,,,,,,,,,,,,,,,,cifi0004.dbf
802E,EXTENDED TERM 2017 CSO RESERVE,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
803E,EXTENDED TERM 2017 CSO RESERVE,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
803H,EXTENDED TERM 2017 CSO RESERVE,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
803K,EXTENDED INSURANCE 2020 CSO,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
803N,EXTENDED INSURANCE 2020 RESERV,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
803G,EXTENDED TERM 2017 CSO RESERVE,$,5,1000.00,,,,,,,,,,,,,,,,,,,,cifi0004.dbf
