SOURCE_COVERAGE_ID,AUTHORITATIVE_PLAN,TYPE_CODE,TARGET_TABLE,SEX,BAND,UWCLASS,SOURCE_DURATION,QL_DURATION,SOURCE_VALUE,TARGET_VALUE,MATCH_STATUS,VALUE_DIFFERENCE,NOTES
10827 CSI3,17CSI3,CV,QuikCvs,F,01,00,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,16,15,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,17,16,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,18,17,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,19,18,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,20,19,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,21,20,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,22,21,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,23,22,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,24,23,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
647 FLP,7647FP,NP,QuikNps,F,01,00,25,24,38.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,2,1,1.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,3,2,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,4,3,6.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,5,4,8.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,6,5,11.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,7,6,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,8,7,17.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,9,8,21.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,10,9,24.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,11,10,27.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,12,11,31.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,13,12,35.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,14,13,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,15,14,42.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,16,15,46.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,17,16,51.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,18,17,55.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,19,18,60.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,20,19,64.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,21,20,69.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,22,21,75.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,23,22,80.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,24,23,86.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN I,1658C1,CV,QuikCvs,F,01,PR,25,24,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,2,1,1.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,3,2,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,4,3,6.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,5,4,8.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,6,5,11.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,7,6,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,8,7,17.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,9,8,21.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,10,9,24.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,11,10,27.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,12,11,31.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,13,12,35.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,14,13,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,15,14,42.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,16,15,46.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,17,16,51.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,18,17,55.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,19,18,60.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,20,19,64.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,21,20,69.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,22,21,75.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,23,22,80.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,24,23,86.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
658 CEN SD,1658CS,CV,QuikCvs,F,01,SM,25,24,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,2,1,1.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,3,2,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,4,3,6.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,5,4,8.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,6,5,11.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,7,6,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,8,7,17.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,9,8,21.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,10,9,24.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,11,10,27.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,12,11,31.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,13,12,35.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,14,13,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,15,14,42.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,16,15,46.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,17,16,51.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,18,17,55.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,19,18,60.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,20,19,64.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,21,20,69.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,22,21,75.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,23,22,80.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,24,23,86.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN II,1659C2,CV,QuikCvs,F,01,SM,25,24,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,2,1,1.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,3,2,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,4,3,6.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,5,4,8.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,6,5,11.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,7,6,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,8,7,17.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,9,8,21.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,10,9,24.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,11,10,27.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,12,11,31.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,13,12,35.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,14,13,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,15,14,42.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,16,15,46.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,17,16,51.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,18,17,55.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,19,18,60.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,20,19,64.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,21,20,69.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,22,21,75.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,23,22,80.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,24,23,86.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SD,1659CS,CV,QuikCvs,F,01,SM,25,24,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,2,1,1.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,3,2,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,4,3,6.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,5,4,8.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,6,5,11.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,7,6,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,8,7,17.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,9,8,21.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,10,9,24.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,11,10,27.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,12,11,31.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,13,12,35.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,14,13,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,15,14,42.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,16,15,46.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,17,16,51.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,18,17,55.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,19,18,60.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,20,19,64.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,21,20,69.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,22,21,75.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,23,22,80.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,24,23,86.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 CEN SR,1659CR,CV,QuikCvs,F,01,SM,25,24,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,2,1,1.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,3,2,3.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,4,3,6.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,5,4,8.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,6,5,11.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,7,6,14.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,8,7,17.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,9,8,21.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,10,9,24.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,11,10,27.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,12,11,31.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,13,12,35.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,14,13,38.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,15,14,42.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,16,15,46.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,17,16,51.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,18,17,55.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,19,18,60.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,20,19,64.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,21,20,69.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,22,21,75.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,23,22,80.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,24,23,86.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
659 SR GD,1659SR,CV,QuikCvs,F,01,SM,25,24,91.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,1,0,.0000000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,2,1,2.8300000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,3,2,72.0200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,4,3,143.1500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,5,4,216.0200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,6,5,289.8700000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,7,6,364.4500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,8,7,439.8100000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,9,8,515.7100000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,10,9,592.1900000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,11,10,669.5400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,12,11,748.3600000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,13,12,828.7200000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,14,13,910.9500000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,15,14,995.3900000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,16,15,1082.1400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,17,16,1171.5600000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,18,17,1263.7400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,19,18,1358.5400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,20,19,1456.0400000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
665 STME95,2665ST,CV,QuikCvs,M,01,00,21,20,1556.0900000,,PLAN_NOT_IN_TARGET,,sampled: capped per plan; full count in summary.json
