INVENTORY_ID,SOURCE_PATH,DESTINATION_PATH,SOURCE_SIZE,DESTINATION_SIZE,SOURCE_SHA256,DESTINATION_SHA256,VERIFICATION_STATUS,COPY_RESULT,ERROR_MESSAGE
CIT-INV-00184,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p2.txt,2280,2280,00b48853b7829163906f6267dcac1774be3136eb97367523fd31607361cb5b87,00b48853b7829163906f6267dcac1774be3136eb97367523fd31607361cb5b87,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00185,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p3.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p3.png,2268996,2268996,43afc20c6d029dbc7c410ce843e95caa908a6d12e3d700e00e03abf287601a71,43afc20c6d029dbc7c410ce843e95caa908a6d12e3d700e00e03abf287601a71,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00186,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p3.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p3.txt,2578,2578,869176805f048e409bd62692759025c1ad53c3364ae71aa1dc703e4a8b22cd1a,869176805f048e409bd62692759025c1ad53c3364ae71aa1dc703e4a8b22cd1a,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00187,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p4.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p4.png,1339128,1339128,b5e0cf700709fd0dc28d671a648b9072647957b09c0ed2ab0b5ab215312424ec,b5e0cf700709fd0dc28d671a648b9072647957b09c0ed2ab0b5ab215312424ec,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00188,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p4.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p4.txt,1225,1225,af44c405efdbd50f1588c1681eeb599f6ee22009b65824c17cccc0bd8e3fae40,af44c405efdbd50f1588c1681eeb599f6ee22009b65824c17cccc0bd8e3fae40,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00189,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p5.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p5.png,974826,974826,e70b4a163fafdce86c580ac582e14ac5bc27e31b54f84320c1f44bdee7a9e162,e70b4a163fafdce86c580ac582e14ac5bc27e31b54f84320c1f44bdee7a9e162,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00190,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p5.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p5.txt,736,736,782e37f72cfb67b84e335202806acf9938c2f3ffb75078574c0c98871e5d8c03,782e37f72cfb67b84e335202806acf9938c2f3ffb75078574c0c98871e5d8c03,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00191,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p6.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p6.png,806878,806878,c2333d28b52f1115dc2a91f324ddee8607e898b517ae514beb35d95050a0a158,c2333d28b52f1115dc2a91f324ddee8607e898b517ae514beb35d95050a0a158,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00192,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p6.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p6.txt,1103,1103,3461d69a8479c542b8729da0fe364fc2a2a498e87b1137c8f76e5d2280b2ee85,3461d69a8479c542b8729da0fe364fc2a2a498e87b1137c8f76e5d2280b2ee85,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00193,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p7.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p7.png,1243534,1243534,14419cb0418a2b2ac716c58c91c3ce04b64169ebf93e225fb0cfd2fec49551ed,14419cb0418a2b2ac716c58c91c3ce04b64169ebf93e225fb0cfd2fec49551ed,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00194,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p7.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p7.txt,2046,2046,ac7a3a5e0b983a3d47ad3e64ef0ba6c84d4b964f9f334f7cd274691f1d5a014e,ac7a3a5e0b983a3d47ad3e64ef0ba6c84d4b964f9f334f7cd274691f1d5a014e,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00195,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p8.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p8.png,1634375,1634375,84781aad8b67562a0e9d19a917e1606a9dc95a134ea4e8578dc3c70691139207,84781aad8b67562a0e9d19a917e1606a9dc95a134ea4e8578dc3c70691139207,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00196,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p8.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p8.txt,2366,2366,0c29fa006475a2a3248c78c2361525b23eba49bcb12f3380dc190ddadf1111d2,0c29fa006475a2a3248c78c2361525b23eba49bcb12f3380dc190ddadf1111d2,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00197,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p9.png,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p9.png,1202787,1202787,ad8e732ef9bbd628aa574b574c9a959668edcf30920790585ebec7e30dd159d8,ad8e732ef9bbd628aa574b574c9a959668edcf30920790585ebec7e30dd159d8,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00198,docs/_ocr_extract/Drummond_CFI_PlanCodes_Rates_p9.txt,archive/legacy_cfic_rates/ocr_extract/Drummond_CFI_PlanCodes_Rates_p9.txt,3665,3665,c4f9b183b8ed091dddb1ff67b1ca67d1278b3f38471a7f30a036bb86bad1d2c5,c4f9b183b8ed091dddb1ff67b1ca67d1278b3f38471a7f30a036bb86bad1d2c5,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00199,docs/_ocr_extract/Life_PlanCodes_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_full.txt,13872,13872,adbd19ae9e81cff7375a5eb16e11b68455587ed5e47f06999a5aed219bd312f2,adbd19ae9e81cff7375a5eb16e11b68455587ed5e47f06999a5aed219bd312f2,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00200,docs/_ocr_extract/Life_PlanCodes_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p1.png,325016,325016,267965c28483a0bb44a527b6fb8a19b105f6fdbf7b5a50cc8a72e6685ccdea61,267965c28483a0bb44a527b6fb8a19b105f6fdbf7b5a50cc8a72e6685ccdea61,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00201,docs/_ocr_extract/Life_PlanCodes_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p1.txt,2377,2377,817b376256eb7d1f2909b90df2f0f706163e13129cfd21c9db7cfdb73cd7031a,817b376256eb7d1f2909b90df2f0f706163e13129cfd21c9db7cfdb73cd7031a,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00202,docs/_ocr_extract/Life_PlanCodes_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p2.png,710162,710162,eb61aa807a472953ee015fdde59c6eb5e5a8f7442dde15c80c9f05e1d91c7d33,eb61aa807a472953ee015fdde59c6eb5e5a8f7442dde15c80c9f05e1d91c7d33,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00203,docs/_ocr_extract/Life_PlanCodes_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p2.txt,1984,1984,ca88c8e39f1407fa247e0dac8a114cb7370a1c58d3e21b711dc5bab53e339f6c,ca88c8e39f1407fa247e0dac8a114cb7370a1c58d3e21b711dc5bab53e339f6c,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00204,docs/_ocr_extract/Life_PlanCodes_Rates_p3.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p3.png,692848,692848,837071f6707ab2bbed0c71446fe9d5e7f9772cbb69e406d6baef2e6b5856380f,837071f6707ab2bbed0c71446fe9d5e7f9772cbb69e406d6baef2e6b5856380f,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00205,docs/_ocr_extract/Life_PlanCodes_Rates_p3.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p3.txt,2259,2259,d89e53a0bc4e38aa05bdde7c4c4fe5618bd40a6ce4935634bedefc831733ccd0,d89e53a0bc4e38aa05bdde7c4c4fe5618bd40a6ce4935634bedefc831733ccd0,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00206,docs/_ocr_extract/Life_PlanCodes_Rates_p4.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p4.png,321201,321201,996532a114e08a3438301cf6478e8d3982ca91f5a960e00187bc560f650249c1,996532a114e08a3438301cf6478e8d3982ca91f5a960e00187bc560f650249c1,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00207,docs/_ocr_extract/Life_PlanCodes_Rates_p4.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p4.txt,1185,1185,34df132c06d37b83764e10855a0f0c4e0d92929e7ead681e020858088f0b28fe,34df132c06d37b83764e10855a0f0c4e0d92929e7ead681e020858088f0b28fe,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00208,docs/_ocr_extract/Life_PlanCodes_Rates_p5.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p5.png,554621,554621,7edf205e2669852169627a50f7d85edfcc8ea1f532ddb6b6dee01777e5b9646a,7edf205e2669852169627a50f7d85edfcc8ea1f532ddb6b6dee01777e5b9646a,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00209,docs/_ocr_extract/Life_PlanCodes_Rates_p5.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p5.txt,2491,2491,4e224729062d1773a266eaccccc4eae9a8e155eb7e5ad162b9fa4ce93ac955f4,4e224729062d1773a266eaccccc4eae9a8e155eb7e5ad162b9fa4ce93ac955f4,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00210,docs/_ocr_extract/Life_PlanCodes_Rates_p6.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p6.png,572050,572050,c31b14f237f3436a36300e81c4d515b8f2a8e1de6a1fe64aa4b466f95eafc42d,c31b14f237f3436a36300e81c4d515b8f2a8e1de6a1fe64aa4b466f95eafc42d,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00211,docs/_ocr_extract/Life_PlanCodes_Rates_p6.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p6.txt,1827,1827,7883852eca4d46be05b34faab4cfb17953eb728b71427e269128121bb049b322,7883852eca4d46be05b34faab4cfb17953eb728b71427e269128121bb049b322,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00212,docs/_ocr_extract/Life_PlanCodes_Rates_p7.png,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p7.png,544220,544220,226348c51872764ca5acbc4ec9aa846ca68ee88d4e52638d395fd1795e483a2f,226348c51872764ca5acbc4ec9aa846ca68ee88d4e52638d395fd1795e483a2f,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00213,docs/_ocr_extract/Life_PlanCodes_Rates_p7.txt,archive/legacy_cfic_rates/ocr_extract/Life_PlanCodes_Rates_p7.txt,1725,1725,055be247922a61ca35290d19939854df86bd26a1223ec3d8f3479366c56a100e,055be247922a61ca35290d19939854df86bd26a1223ec3d8f3479366c56a100e,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00214,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_full.txt,13955,13955,0c9ea0481f12dede7e7dddc7bfc92c0d5ce42400f093802fbc43faca789f5059,0c9ea0481f12dede7e7dddc7bfc92c0d5ce42400f093802fbc43faca789f5059,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00215,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p1.png,406253,406253,32e96d0c1ca7ee057cac266f0266f23a1a349e5813a0a874f1a01823c2eef6f2,32e96d0c1ca7ee057cac266f0266f23a1a349e5813a0a874f1a01823c2eef6f2,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00216,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p1.txt,2864,2864,aa95948bc40316dd83d9c4ec3cad8caf9bb95a3cc797e9ed10ccfd936aa83e68,aa95948bc40316dd83d9c4ec3cad8caf9bb95a3cc797e9ed10ccfd936aa83e68,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00217,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p2.png,1031780,1031780,bbfd4954ef7537bbd755436c2b9fa7d833e4a329c974cfc3a5e0e9c3b5465379,bbfd4954ef7537bbd755436c2b9fa7d833e4a329c974cfc3a5e0e9c3b5465379,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00218,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p2.txt,2057,2057,b6b7426b8c58c7aade8e4295689e31387f2c798020d84a12a8db144c1ac7158f,b6b7426b8c58c7aade8e4295689e31387f2c798020d84a12a8db144c1ac7158f,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00219,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p3.png,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p3.png,1711480,1711480,ac52a885091ea8fa2550f4d8855e3dddd959291be143052c0dd172e018d81acd,ac52a885091ea8fa2550f4d8855e3dddd959291be143052c0dd172e018d81acd,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00220,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p3.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p3.txt,2243,2243,fc4e4bbdbc88b42738a8434b50b738012a9a29734d9dee8d8f9ac11adda4f4eb,fc4e4bbdbc88b42738a8434b50b738012a9a29734d9dee8d8f9ac11adda4f4eb,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00221,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p4.png,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p4.png,1226720,1226720,39465cac322e5ab7171c2679089b63579ce47a54b25296499b291bc3b8195678,39465cac322e5ab7171c2679089b63579ce47a54b25296499b291bc3b8195678,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00222,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p4.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p4.txt,2561,2561,76ed439cf6a61e2ef3437d9d84daffb6220134eb409763eefab2bdd9afcd8941,76ed439cf6a61e2ef3437d9d84daffb6220134eb409763eefab2bdd9afcd8941,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00223,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p5.png,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p5.png,1048714,1048714,a5c20877df587b679578440af41ddfa43950968bcd5e31403b2b48fc4f30b0f4,a5c20877df587b679578440af41ddfa43950968bcd5e31403b2b48fc4f30b0f4,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00224,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p5.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p5.txt,2105,2105,c2f0bf1aaf30758dc3c3752d0ed83005b3f858c3ae57f8aad83a9ff6fa84a601,c2f0bf1aaf30758dc3c3752d0ed83005b3f858c3ae57f8aad83a9ff6fa84a601,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00225,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p6.png,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p6.png,871032,871032,13dcffd073061fc736e84c888623e6c29a4587d1bf75776a47c4d260e1cddb05,13dcffd073061fc736e84c888623e6c29a4587d1bf75776a47c4d260e1cddb05,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00226,docs/_ocr_extract/Quest_PermaLife_PlanCode_Rates_p6.txt,archive/legacy_cfic_rates/ocr_extract/Quest_PermaLife_PlanCode_Rates_p6.txt,2105,2105,377827f33836c4d49b8e6ec060b7a89a64d56d9899c91c9f7c9c4c898068ba3b,377827f33836c4d49b8e6ec060b7a89a64d56d9899c91c9f7c9c4c898068ba3b,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00227,docs/_ocr_extract/Term_PlanCodes_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/Term_PlanCodes_Rates_full.txt,1296,1296,1c2c111703215a6a040c9b99c6c6f6cbe6d7e18ecc2a8a0dcc72703a15dee5c7,1c2c111703215a6a040c9b99c6c6f6cbe6d7e18ecc2a8a0dcc72703a15dee5c7,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00228,docs/_ocr_extract/Term_PlanCodes_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/Term_PlanCodes_Rates_p1.png,105661,105661,2c7a4fdd0cee5ab0df8c2b2c099d65c18465b765372de7355df8edded814d238,2c7a4fdd0cee5ab0df8c2b2c099d65c18465b765372de7355df8edded814d238,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00229,docs/_ocr_extract/Term_PlanCodes_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/Term_PlanCodes_Rates_p1.txt,556,556,4deb6e8ff2ef60734a195cd8679b5b8d3a39a5f5ca8ec7f2192d8409902a2e46,4deb6e8ff2ef60734a195cd8679b5b8d3a39a5f5ca8ec7f2192d8409902a2e46,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00230,docs/_ocr_extract/Term_PlanCodes_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/Term_PlanCodes_Rates_p2.png,2136216,2136216,ff827c0288234b008d92521db638e0a11a763ac0e757f2755f2d82971b09fdad,ff827c0288234b008d92521db638e0a11a763ac0e757f2755f2d82971b09fdad,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00231,docs/_ocr_extract/Term_PlanCodes_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/Term_PlanCodes_Rates_p2.txt,736,736,864f3705977ee8acfc8d3e5d53c878dbe45248a7f43ef3950d649d61e975db28,864f3705977ee8acfc8d3e5d53c878dbe45248a7f43ef3950d649d61e975db28,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00232,docs/access_app_walkthrough.md,docs/source_layout/access_app_walkthrough.md,3847,3847,21ec8f0f029ff45788a4391dfbe9cd45d1034a28ab156a258c5e1216117468bd,21ec8f0f029ff45788a4391dfbe9cd45d1034a28ab156a258c5e1216117468bd,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00233,docs/BW_PlanCode_Rates.pdf,source/product_documents/rate_sheets/BW_PlanCode_Rates.pdf,39799,39799,681896c836ce21ce1cdfbefcf94434becb9f59bfcb00e48bbeebb8522f1c2ed9,681896c836ce21ce1cdfbefcf94434becb9f59bfcb00e48bbeebb8522f1c2ed9,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00234,docs/BWB_971_PlanCode_Rates.pdf,source/product_documents/rate_sheets/BWB_971_PlanCode_Rates.pdf,110785,110785,fc64bf3645b15d1cff09a91157f0dae5baa91b230da41edd72f69a139db6296e,fc64bf3645b15d1cff09a91157f0dae5baa91b230da41edd72f69a139db6296e,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00235,docs/cash_value_extraction_plan.md,docs/source_layout/cash_value_extraction_plan.md,15748,15748,8dc86a1c28d5bd64cab639a7649132c879eb4f9404152caad83ff85995b69536,8dc86a1c28d5bd64cab639a7649132c879eb4f9404152caad83ff85995b69536,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00236,docs/cifi0004.dbf,source/original/dbf/cifi0004.dbf,141484,141484,4f0e7eb46dafa1c85aaa726513c273cbad863d1329f983651f91350d809b5912,4f0e7eb46dafa1c85aaa726513c273cbad863d1329f983651f91350d809b5912,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00237,docs/cifi0007.DBF,source/original/dbf/cifi0007.DBF,33223660,33223660,a62a937cb3713d43e19231a0963e738a64e42a1d22ea763f1109241f12edd607,a62a937cb3713d43e19231a0963e738a64e42a1d22ea763f1109241f12edd607,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00238,docs/cifianu1.dbf,quarantine/sensitive_review/cifianu1.dbf,7089060,7089060,39427b16db2b67d501a9f0af709f3ac60e7bd484a432b9de93c24211e2797bc7,39427b16db2b67d501a9f0af709f3ac60e7bd484a432b9de93c24211e2797bc7,VERIFIED,COPIED_TO_SENSITIVE_QUARANTINE,
CIT-INV-00239,docs/CurrentNewBusiness_PlanCodes_Rates SheetsHold.pdf,source/product_documents/rate_sheets/CurrentNewBusiness_PlanCodes_Rates SheetsHold.pdf,1100200,1100200,c7eb26e528f7f8d64ceb72bcb8a685c2f3f0cd5dd4163ea085fe013a0b27fd99,c7eb26e528f7f8d64ceb72bcb8a685c2f3f0cd5dd4163ea085fe013a0b27fd99,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00240,docs/Drummond_CFI_PlanCodes_Rates.pdf,source/product_documents/rate_sheets/Drummond_CFI_PlanCodes_Rates.pdf,1023562,1023562,42511faa93730a8f2ab444169b6b07309f1c98463c72f77c232f5f1511a59b6f,42511faa93730a8f2ab444169b6b07309f1c98463c72f77c232f5f1511a59b6f,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00241,docs/Life_PlanCodes_Rates.pdf,source/product_documents/rate_sheets/Life_PlanCodes_Rates.pdf,511910,511910,12bc32616bc0bcf8240927c44d952d9659dbdf40f26ecb5d1e6601d21dea1275,12bc32616bc0bcf8240927c44d952d9659dbdf40f26ecb5d1e6601d21dea1275,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00242,docs/plan_rate_inventory.csv,discovery/plans/plan_rate_inventory.csv,15660,15660,47062acca5757d661dc649d475cb56c2e3249d1ab0c69fbcd66869a5efe4a1ee,47062acca5757d661dc649d475cb56c2e3249d1ab0c69fbcd66869a5efe4a1ee,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00243,docs/plan_rate_source_index.md,docs/source_layout/plan_rate_source_index.md,12877,12877,2987bbf5814c58d017981c2abc1cc7f08aaeff308b68734630b71dfca8f5a63d,2987bbf5814c58d017981c2abc1cc7f08aaeff308b68734630b71dfca8f5a63d,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00244,docs/product_catalog.md,docs/source_layout/product_catalog.md,2803,2803,fd4e5d3ab80b62c991c015ea16f174bdef385c90bb02d17b6641485ca0e04d06,fd4e5d3ab80b62c991c015ea16f174bdef385c90bb02d17b6641485ca0e04d06,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00245,docs/Quest_PermaLife_PlanCode_Rates.pdf,source/product_documents/rate_sheets/Quest_PermaLife_PlanCode_Rates.pdf,666066,666066,d74f20962094b5761befca8738398556720f1788d39c40c4b8cb110c80c2bafc,d74f20962094b5761befca8738398556720f1788d39c40c4b8cb110c80c2bafc,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00246,docs/target_platform.md,docs/source_layout/target_platform.md,1541,1541,b56538c2c636bb7975b33da8a63b08e604b051a49b1ae777812c41ff81e964cb,b56538c2c636bb7975b33da8a63b08e604b051a49b1ae777812c41ff81e964cb,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00247,docs/Term_PlanCodes_Rates.pdf,source/product_documents/rate_sheets/Term_PlanCodes_Rates.pdf,265767,265767,573c1fe80f517a0f0d4e98c7cec7b4de0f8a82a0aff64adfd58887431d2dc388,573c1fe80f517a0f0d4e98c7cec7b4de0f8a82a0aff64adfd58887431d2dc388,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00248,extracted/AgentName.csv,quarantine/sensitive_review/AgentName.csv,32,32,2c0bdf3deec234efc3bc8f8c24b3df097a9f2088df55afda2bd8fd31d9c93010,2c0bdf3deec234efc3bc8f8c24b3df097a9f2088df55afda2bd8fd31d9c93010,VERIFIED,COPIED_TO_SENSITIVE_QUARANTINE,
CIT-INV-00249,extracted/CFIProposalMakerRev2.mdb,quarantine/duplicate_review/extracted/CFIProposalMakerRev2.mdb,1843200,1843200,dfccc7cdac84634b841648578e8e9a78108b9bacb21f959b748499a94e1a89f3,dfccc7cdac84634b841648578e8e9a78108b9bacb21f959b748499a94e1a89f3,VERIFIED,COPIED_TO_QUARANTINE,
CIT-INV-00250,extracted/FiveYearTerm.csv,source/extracts/access/FiveYearTerm.csv,9299,9299,d185c0576d374bc290f94c08fb40cb8d52c5356383ebe59ceac6a61edbac09d3,d185c0576d374bc290f94c08fb40cb8d52c5356383ebe59ceac6a61edbac09d3,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00251,extracted/FiveYearTermRider.csv,source/extracts/access/FiveYearTermRider.csv,4347,4347,7191b7f4372a3401cd19a499e52dfd16f2d0a7912d3f9219d68bacb349914942,7191b7f4372a3401cd19a499e52dfd16f2d0a7912d3f9219d68bacb349914942,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00252,extracted/LPI.csv,source/extracts/access/LPI.csv,1465,1465,e554fbfae7be08dac267d9427499c0f193be03348311e817127d89e056c3f8aa,e554fbfae7be08dac267d9427499c0f193be03348311e817127d89e056c3f8aa,VERIFIED,ALREADY_PRESENT_VERIFIED,
CIT-INV-00253,extracted/PermaLife7AdultBefore.csv,source/extracts/access/PermaLife7AdultBefore.csv,15074,15074,b7c6df9778d5db9c047c0fac350071cb7ad88eae5ff8717de9aedc54caea50ed,b7c6df9778d5db9c047c0fac350071cb7ad88eae5ff8717de9aedc54caea50ed,VERIFIED,ALREADY_PRESENT_VERIFIED,
