scaffold_file,observed_value,governance_action,notes,mplan_code,quikridr_row_count,coverage_id,current_form,crosswalk_form,current_plan,lifepro_coverage_id,current_output_plan,crosswalk_ql_plan_code,Old_Value,New_Value,mapping_class
untranslated_values.csv,LIFE PAID UP AT 85/88,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,LIFE PAID UP AT AGE 65,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,LIFE PAID UP AT AGE 85-88,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,MODIFIED ENDOWMENT AT 65,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,MODIFIED LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,MONTHLY INCOME RIDER,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,MULTIPLE INSUREDS SAL MODIFIED LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,MULTIPLE INSUREDS WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,NA,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,NAPLAN,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,ORDINARY WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - ENDOWMENT AT AGE 65,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - ENDOWMENT AT AGE 85,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - JUV EST BUILD PU AT 85,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - LIFE PAID UP AT 85/88,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - LIFE PAID UP AT AGE 65,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - LIFE PU AT AGE 85-88,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - MODIFIED ENDOWMENT AT 65,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - ORDINARY WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - PREF ORDINARY WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP ADDS - STATESMAN MOD ENDOW AT 95,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAID UP SPOUSE TERM RIDER,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PAYOR DEATH,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PENSION WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,PREFERRED ORDINARY WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SAL ACCIDENTAL DEATH BENEFIT,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SAL ADB,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SAL ML,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SINGLE PREMIUM WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SPOUSE - FAMILY LIFE DECREASING TERM,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SPOUSE DECREASING TERM,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,SPOUSE TERM RIDER,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,STATESMAN MOD ENDOW AT 95,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,TEN YEAR LEVEL TERM TO AGE 95,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,TEN YEAR TERM TO AGE 85,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,WAIVER OF PREMIUM,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,WAIVER OF PREMIUM - CHILD,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,WAIVER OF PREMIUM - L10,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,WAIVER OF PREMIUM - LPU AT 85/88,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,WAIVER OF PREMIUM - SPOUSE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
untranslated_values.csv,WHOLE LIFE,REVIEW_TRANSLATION_NEED,Value appears in quikplan output but has no Master_Value_Translation entry,,,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,1L15GD,11.0,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,1L16GD,2.0,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,9DIS80,7.0,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,9DIS90,12.0,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,DISCHO20 B,2.0,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,L16POLFEE,2.0,,,,,,,,,,
orphan_plan_codes.csv,,ORPHAN_MPLAN_REVIEW,quikridr.MPLAN not present in quikplan.PLAN catalog,L17 BASE,20.0,,,,,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0822 620,0822,0822 620,920ADB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0822 665,0822,0822 665,965ADB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0822 960,0822,0822 960,960ADB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0822 960PO,0822,0822 960PO,9POADB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 665,0823,0823 665,9665WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 896,0823,0823 896,9896WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 96085,0823,0823 96085,9085WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 960CH,0823,0823 960CH,0823 960CH,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 960LP,0823,0823 960LP,9065WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 960OL,0823,0823 960OL,90OLWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 960PO,0823,0823 960PO,90POWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0823 960SP,0823,0823 960SP,960SWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0824 P DIS,0824,0824 P DIS,0824 P DIS,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,0824 P DTH,0824,0824 P DTH,90PDTH,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,10827 CSI3,10827,10827 CSI3,17CSI3,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,10827 CSI5,10827,10827 CSI5,17CSI5,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,10827 CSI7,10827,10827 CSI7,17CSI7,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,10827 MN5K,10827,10827 MN5K,10827 MN5K,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1576 658,1576,1576 658,976658,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1576 659,1576,1576 659,976659,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1577 ADB,1577,1577 ADB,977ADB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1578 CTR,1578,1578 CTR,578CTR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1578 FTR,1578,1578 FTR,778FTR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1578 SPSPU,1578,1578 SPSPU,1578 SPSPU,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1578CTR WP,NA,1578CTR WP,9CTRWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1578FTR WP,NA,1578FTR WP,9FTRWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1579 GPO,1579,1579 GPO,1579 GPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1580 JPO,1580,1580 JPO,980JPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1595,1596,1595,9595WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1596 667,1596,1596 667,1596 667,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,1596 L01,1596,1596 L01,901ADB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,619 CH PU,619,619 CH PU,619 CH PU,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,619 DT,619,619 DT,7619DT,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,619 DT CH,619,619 DT CH,719CDT,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,619 DT SP,619,619 DT SP,719SDT,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,619 SPS PU,619,619 SPS PU,7619PU,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,621 END85,620,621 END85,221END,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,621 PUA,620,621 PUA,621 PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,622 END85,620,622 END85,222END,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,630 JEB,620,630 JEB,630 JEB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,646 ART,667,646 ART,646 ART,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,647 FLP,647,647 FLP,7647FP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,647 FLP CH,647,647 FLP CH,7647CH,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,647 FLP SP,647,647 FLP SP,7647SP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,658 CEN I,658,658 CEN I,1658C1,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,658 CEN SD,658,658 CEN SD,1658CS,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,659 CEN II,659,659 CEN II,1659C2,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,659 CEN SD,659,659 CEN SD,1659CS,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,659 CEN SR,659,659 CEN SR,1659CR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,659 SR GD,659,659 SR GD,1659SR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,665 PUA,665,665 PUA,265PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,665 STME95,665,665 STME95,2665ST,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,666 WL,666,666 WL,1666WL,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,667 ART,667,667 ART,5667AT,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,667 ART CR,667,667 ART CR,667 ART CR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,668 SPWL,668,668 SPWL,1668SP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,669 SR GD,659,669 SR GD,669 SR GD,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,670 GL85-8,960,670 GL85-8,170858,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,670 GL85-M,960,670 GL85-M,17085M,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,670 GL8588,960,670 GL8588,170588,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,670 PUA,960,670 PUA,170PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,679 CEN SD,679,679 CEN SD,1679CS,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,686S 30MRG,686,686S 30MRG,686S 30MRG,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,687J 30MRG,687,687J 30MRG,687J 30MRG,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,690 DT 65,690,690 DT 65,690 DT 65,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8034 30MRG,8034,8034 30MRG,8034 30MRG,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8034 J30MT,8034,8034 J30MT,8034 J30MT,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8042 STR,8042,8042 STR,542STR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8042STR WP,NA,8042STR WP,9STRWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8043 CTR,8043,8043 CTR,543CTR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8043CTR WP,NA,8043CTR WP,8043CTR WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8046 JPO,8046,8046 JPO,8046 JPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8115 L01,8115,8115 L01,9L01WP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8286 GI 1,8286,8286 GI 1,986JPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,8286 GI 2+,8286,8286 GI 2+,982JPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,889 960,889,889 960,960GIO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,896 DAR,896,896 DAR,A96DAR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,897 666,666,897 666,1666AI,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 65 PUA,960,960 65 PUA,165PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 LP PUA,960,960 LP PUA,185PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 LP65,960,960 LP65,196065,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 LP85-M,960,960 LP85-M,196085,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 OL,960,960 OL,1960OL,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 OL PUA,960,960 OL PUA,1OLPUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 PO,960,960 PO,1960PO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,960 PO PUA,960,960 PO PUA,1POPUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,961 ME65,961,961 ME65,961 ME65,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,961 PUA,961,961 PUA,961 PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,970 JEB,970,970 JEB,970 JEB,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,970 PUA,970,970 PUA,970 PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,980 END65,980,980 END65,280END,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,980 PUA,960,980 PUA,280PUA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,991 PWL,991,991 PWL,1991PL,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L01 10Y LT,L10,L01 10Y LT,5L0110,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L01 10Y MA,L10,L01 10Y MA,L01 10Y MA,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L05 10Y LT,L05,L05 10Y LT,5L0510,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L07 5Y LT,L07,L07 5Y LT,5L075Y,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 ADB,8140,L10 ADB,9ADB10,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 CDT,8142,L10 CDT,5CDT10,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 GPO,8143,L10 GPO,9GPO10,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 JPO,8144,L10 JPO,9JPO10,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 LP95,L10,L10 LP95,1L1095,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 LP95SR,L10,L10 LP95SR,1L10SR,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 PRE97,L10,L10 OLD,L10 PRE97,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 PREUNI,L10 UNI,L10 PREUNI,L10 PREUNI,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 SDT,8141,L10 SDT,7SDT10,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 SPSWP,8139,L10 SPSWP,L10 SPSWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 SR OLD,L10,L10 SR OLD,1L10SO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 WP,8139,L10 WP,9WPL10,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 WP CDT,8139,L10 WP CDT,9CDTWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 WP OLD,8139,L10 WP OLD,9OLDWP,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L10 WP SRN,8139,L10 WP SRN,L10 WP SRN,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L15 ADB,L15 INHER,L15 ADB,9ADB15,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L17 1,L17,L17 1,10L171,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L17 1 JPO,L17,L17 1 JPO,117JPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L17 2+,L17,L17 2+,10L172,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,L17 2+ JPO,L17,L17 2+ JPO,17MJPO,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,SAL MULTPL,SAL ML,SAL MULTPL,1SALMI,,,,,,
missing_form_mappings.csv,,FORM_CONFLICT_REVIEW,,,,WP 646,0823,WP 646,WP 646,,,,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,0823 960CH,0823 960CH,960CWP,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,0824 P DIS,0824 P DIS,94PDIS,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,10827 MN5K,10827 MN5K,1CSIMN,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,1578 SPSPU,1578 SPSPU,578STR,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,1579 GPO,1579 GPO,9GPO79,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,1596 667,1596 667,967ADB,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,619 CH PU,619 CH PU,719CTR,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,621 PUA,621 PUA,121PUA,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,630 JEB,630 JEB,130JEB,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,646 ART,646 ART,5646AT,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,667 ART CR,667 ART CR,57ATCR,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,669 SR GD,669 SR GD,1669SR,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,686S 30MRG,686S 30MRG,7686S3,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,687J 30MRG,687J 30MRG,7687J3,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,690 DT 65,690 DT 65,7690DT,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,8034 30MRG,8034 30MRG,934SWP,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,8034 J30MT,8034 J30MT,934JWP,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,8043CTR WP,8043CTR WP,943CWP,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,8046 JPO,8046 JPO,9JPO46,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,961 ME65,961 ME65,2961ME,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,961 PUA,961 PUA,261PUA,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,970 JEB,970 JEB,1970JB,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,970 PUA,970 PUA,1970PA,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,DISCHO247B,DISCHO247B,9DS24B,,,
unresolved_passthrough_ids.csv,,PASSTHROUGH_LIFEPRO_ID,Output PLAN equals LifePRO COVERAGE_ID — requires QL Plan Code assignment,,,,,,,DISCHO29,DISCHO29,9DIS29,,,
