MPOLICY,TYPE_CODE,SOURCE_COL,SOURCE_RAW,CURRENT_MNFOPT,SIM_CURRENT,SIM_PROPOSED,WOULD_CHANGE
010770904C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010771065C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771070C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771111C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771339C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010771349C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771352C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771354C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771532C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771580C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771588C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771654C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771658C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771662C,BF,BF_NON_FORFEITURE,2,0,0,1,True
010771679C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010771763C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010771832C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010771833C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010772297C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772298C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772668C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772683C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772840C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772898C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772903C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772913C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772915C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772916C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772919C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010772957C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773088C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773107C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773109C,BF,BF_NON_FORFEITURE,2,0,0,1,True
010773243C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773267C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773468C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773561C,BA,NON_FORFEITURE,0,2,0,0,True
010773573C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773575C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773681C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773682C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773856C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010773882C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774107C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774109C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774328C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774329C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774484C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774490C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774527C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774643C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774644C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774772C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774773C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774774C,BA,NON_FORFEITURE,0,2,0,0,True
010774793C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774794C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774795C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010774868C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010774973C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010775172C,BA,NON_FORFEITURE,0,2,0,0,True
010775239C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775240C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775244C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775323C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010775418C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775583C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775722C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775723C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010775940C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010776002C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010776005C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776007C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776025C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010776027C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776061C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010776062C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010776157C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776221C,BA,NON_FORFEITURE,0,2,0,0,True
010776442C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776445C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776450C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010776502C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776555C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776651C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776653C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776672C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776811C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776812C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776813C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776814C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776831C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776832C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776900C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776908C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776909C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010776918C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010777042C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010777043C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010777059C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010777124C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010777133C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010777321C,BA,NON_FORFEITURE,0,2,0,0,True
010777322C,BA,NON_FORFEITURE,0,2,0,0,True
010777439C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010777501C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010777546C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010777662C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010777665C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010777788C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010777793C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778016C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778142C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778181C,BA,NON_FORFEITURE,0,2,0,0,True
010778262C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778263C,BA,NON_FORFEITURE,0,2,0,0,True
010778299C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778303C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778304C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778361C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778381C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010778464C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778474C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778519C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010778635C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778653C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778697C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778702C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778707C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778834C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778841C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010778913C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010778914C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779031C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779032C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779034C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779074C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779130C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779191C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779197C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779456C,BA,NON_FORFEITURE,0,2,0,0,True
010779551C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779552C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779553C,BA,NON_FORFEITURE,0,2,0,0,True
010779556C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010779563C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779718C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779719C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779720C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010779727C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779736C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779847C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010779912C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010780000C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010780003C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780046C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010780050C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780131C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780202C,BA,NON_FORFEITURE,0,2,0,0,True
010780205C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010780206C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780393C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780403C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780408C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780411C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780510C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780526C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780591C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010780597C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780667C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780668C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010780791C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010780870C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010781047C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010781117C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010781121C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010781128C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010781300C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010781368C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010781702C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010781713C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010781721C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010781775C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010781852C,BA,NON_FORFEITURE,0,2,0,0,True
010781853C,BA,NON_FORFEITURE,0,2,0,0,True
010781863C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782018C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782022C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782062C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010782063C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782064C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782078C,BF,BF_NON_FORFEITURE,2,0,0,1,True
010782119C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782192C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782332C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782357C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010782571C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782592C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782640C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010782671C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782675C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782676C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782818C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010782822C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783066C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783070C,BA,NON_FORFEITURE,0,2,0,0,True
010783071C,BA,NON_FORFEITURE,0,2,0,0,True
010783085C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783086C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783087C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783101C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010783102C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010783138C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010783269C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783278C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783296C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783347C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010783502C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010783715C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010783747C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783785C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783786C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010783867C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010783883C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784045C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784054C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784074C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784075C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010784179C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010784248C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784249C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784250C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010784251C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784261C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010784370C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784372C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784379C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010784529C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784592C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784596C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010784731C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010784732C,BF,BF_NON_FORFEITURE,2,0,0,1,True
010784742C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010784756C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784757C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784767C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010784914C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784918C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784922C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784936C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784946C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010784950C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785049C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785059C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010785061C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010785099C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010785163C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785164C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785284C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785298C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010785300C,BA,NON_FORFEITURE,0,2,0,0,True
010785310C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785320C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010785324C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010785777C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785831C,BA,NON_FORFEITURE,0,2,0,0,True
010785834C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785921C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010785932C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786015C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786057C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010786152C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786153C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786237C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010786240C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786243C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010786312C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786316C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010786321C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010786324C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786425C,BA,NON_FORFEITURE,0,2,0,0,True
010786490C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786800C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786823C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786824C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786872C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010786878C,BF,BF_NON_FORFEITURE,2,0,0,1,True
010786886C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010786896C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010786945C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010787147C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010787151C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787237C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010787351C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010787390C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787511C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787513C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787560C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787639C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787668C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787669C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010787730C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010787761C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010787762C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010787952C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788086C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010788102C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788111C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788188C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788197C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788421C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788426C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010788679C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010788860C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010788878C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010788886C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789095C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010789213C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789348C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789351C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010789375C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010789384C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789525C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789531C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010789532C,BF,BF_NON_FORFEITURE,1,2,0,1,True
010789546C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789547C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789876C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010789992C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010790002C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010790054C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790077C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790170C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010790176C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790287C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010790531C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010790532C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010790543C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790754C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790755C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010790758C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790759C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790779C,BA,NON_FORFEITURE,0,2,0,0,True
010790782C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010790787C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010791078C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010791176C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010791323C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791405C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791457C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010791462C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791466C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791497C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791498C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791597C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010791744C,BA,NON_FORFEITURE,0,2,0,0,True
010791789C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010792037C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792038C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792068C,BF,BF_NON_FORFEITURE,1,3,0,1,True
010792082C,BF,BF_NON_FORFEITURE,4,3,0,0,True
010792116C,BA,NON_FORFEITURE,0,2,0,0,True
010792296C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792420C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792456C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010792541C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792607C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010792609C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010792701C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010792705C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792706C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792713C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792884C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010792961C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010792979C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010792997C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793204C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793292C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793353C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010793451C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793582C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793598C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793722C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793727C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793737C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010793738C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010793830C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010793836C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010793968C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010793970C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794095C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794098C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794099C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794112C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794116C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794265C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794367C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794372C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794435C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794514C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010794518C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794520C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794629C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794730C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794731C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010794751C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795047C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795121C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795213C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795215C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795228C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010795229C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010795361C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795562C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795564C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795565C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795609C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795612C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795618C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795699C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795840C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010795841C,BA,NON_FORFEITURE,0,0,0,0,False
010795890C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010795898C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796058C,BF,BF_NON_FORFEITURE,4,2,0,0,True
010796325C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010796355C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796356C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796459C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796464C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796483C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796535C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796554C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010796707C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010796767C,BF,BF_NON_FORFEITURE,1,0,0,1,True
010796821C,BF,BF_NON_FORFEITURE,4,0,0,0,False
010796908C,BF,BF_NON_FORFEITURE,1,0,0,1,True
