PRODUCT_ID,COMPONENT_NUMBER,END_DATE   ,COVERAGE_ID,COMPONENT_TYPE,COVERAGE_DESC                           ,RIDER_BASIS,MIN_ISSUE_AGE,MAX_ISSUE_AGE,MIN_ISSUE_AMT1,MIN_ISSUE_AMT2,MIN_ISSUE_AMT3,MIN_ISSUE_AMT4,MIN_ISSUE_AMT5,MIN_ISSUE_AMT6,MAX_ISSUE_AMT1,MAX_ISSUE_AMT2,MAX_ISSUE_AMT3,MAX_ISSUE_AMT4,MAX_ISSUE_AMT5,MAX_ISSUE_AMT6,PARENT_COMPONENT,COMM_BASED_ON_DATE,PREM_BASED_ON_DATE,PC_RATING_RANK,PC_PREMIUM_RANK,NBC_SEGMENT_ID,PYMNT_ACTIVATION,BEN_ADD_RESTRICT,INF_REQ_TABLE,FORCE_RATINGS,COMP_SUB_TYPE,DEFLT_MULT_INS,THRU_AGE1,THRU_AGE2,THRU_AGE3,THRU_AGE4,THRU_AGE5,THRU_AGE6,MEDICAL_TABLE,SEX_BASIS,FACE_TYPE,MANDATORY_FLAG,DEFAULT_TYPE,ABSOLUTE_VALUE,POLICY_CURRENCY,PERCENT_VALUE,MAXIMUM_NUMBER,CO_COMP1,CO_COMP2,CO_COMP3,CO_COMP4,CO_COMP5,CO_COMP6,CO_COMP7,CO_COMP8,CO_COMP9,CO_COMP10,EX_COMP1,EX_COMP2,EX_COMP3,EX_COMP4,EX_COMP5,EX_COMP6,EX_COMP7,EX_COMP8,EX_COMP9,EX_COMP10,SEPARATE_DISC,RATINGS_TABLE,ULPRO_INDICATOR,ISSUE_STATE,STATE_EXCLUSION,ADD_REQ_TABLE,CHG_REQ_TABLE,UNDR_METHOD,UL_RIDER_FUND_ID,APPLICATION_FEE,NON_OR_RE_FUNDABLE,MAX_ANNUITANTS,MIN_ANNUITANTS,MAX_PAYEES,MIN_PAYEES,VALUE_TYPE,TOTAL_INFORCE_FLAG,ALLOW_LEVEL,DISALLOW_LEVEL,MAX_LEVEL,PRINT_ID_CARD_FLAG,AUTO_ISSUE_ID,ALLOW_AUTO_ISSUE,APP_FEE_OVERIDE_SW,COPY_EXT_KEY_FLAG,INS_JNT_LMT_FLAG,PP_RESTRICTIONS,TAX_QUAL_CODE,SUB_TYPE,MOD_CODER,MOD_DATE   ,MOD_TIME   ,COMP_UPD_COUNT,COMP_KEY0                                               ,ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
960 LP65  ,               3,   19841228,0822 960   ,AD            ,Accidental Death Benefit                ,           ,            0,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,TLC1     ,   20030917,   15225431,             0,0x393630204C50363520203030334040403030313139383431323238,0x393630204C503635202030303331393834313232383038323220393630202041444163636964656E74616C2044656174682042656E656669742020202020202020202020202020202020303030303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020544C4331C5A531015752E800
960 LP65  ,               4,   19841228,826        ,OR            ,Wife's Term Rider                       ,           ,            0,           60,             1,             0,             0,             0,             0,             0,            10,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       60,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,TLC1     ,   20030917,   15230829,             0,0x393630204C50363520203030344040403030313139383431323238,0x393630204C50363520203030343139383431323238383236202020202020204F52576966652773205465726D2052696465722020202020202020202020202020202020202020202020203030303036300100000000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030363030303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020544C4331C5A531016D67E800
960 LP65  ,               5,   19841228,0823 960SP ,WP            ,Waiver of Premium - Spouse              ,           ,            0,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               4,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,TLC1     ,   20030917,   15232018,             0,0x393630204C50363520203030354040403030313139383431323238,0x393630204C50363520203030353139383431323238303832332039363053505750576169766572206F66205072656D69756D202D2053706F757365202020202020202020202020202020303030303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030344E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020544C4331C5A53101126CE800
960 LP65  ,               6,   19841228,828        ,CR            ,Child's Term Insurance                  ,           ,           14,           17,             1,             0,             0,             0,             0,             0,             5,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       60,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,SXH1     ,   20030827,    8462437,             0,0x393630204C50363520203030364040403030313139383431323238,0x393630204C503635202030303631393834313232383832382020202020202043524368696C642773205465726D20496E737572616E6365202020202020202020202020202020202020203031343031370100000000000000000000000000000000000000000000000500000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030363030303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020535848316BA5310165208100
960 LP65  ,               7,   19841228,0823 960CH ,WP            ,Waiver of Premium - Child               ,           ,           15,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               6,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,SXH1     ,   20030827,    8462777,             0,0x393630204C50363520203030374040403030313139383431323238,0x393630204C50363520203030373139383431323238303832332039363043485750576169766572206F66205072656D69756D202D204368696C6420202020202020202020202020202020303135303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030364E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020535848316BA53101B9218100
960 LP85-M,               1,   19740128,960 LP85-M ,BA            ,Life Paid Up at Age 85-88               ,           ,            0,           70,             2,             0,             0,             0,             0,             0,            50,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       70,        0,        0,        0,        0,        0,             ,B        ,U        ,B             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 , (YES/NO)    ,                ,Y                 ,Y                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14251417,             0,0x393630204C5038352D4D3030314040403030313139373430313238,0x393630204C5038352D4D3030313139373430313238393630204C5038352D4D42414C6966652050616964205570206174204167652038352D3838202020202020202020202020202020203030303037300200000000000000000000000000000000000000000000003200000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E20202020202020202020202020202020202020202020203037303030303030303030303030303030302020204255422000000000000F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020203030303030303052303030303030303020592030203020304E20285945532F4E4F29205959494E40303031202020202020202020544C433134CD31019975D900
960 LP85-M,               2,   19740128,0823 96085 ,WP            ,Waiver of Premium - LPU at 85/88        ,           ,           15,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14282119,             0,0x393630204C5038352D4D3030324040403030313139373430313238,0x393630204C5038352D4D3030323139373430313238303832332039363038355750576169766572206F66205072656D69756D202D204C50552061742038352F3838202020202020202020303135303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD310187EDD900
960 LP85-M,               3,   19740128,0822 960   ,AD            ,Accidental Death Benefit                ,           ,            0,           65,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14290108,             0,0x393630204C5038352D4D3030334040403030313139373430313238,0x393630204C5038352D4D30303331393734303132383038323220393630202041444163636964656E74616C2044656174682042656E656669742020202020202020202020202020202020303030303635010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD3101BC0CDA00
960 LP85-M,               4,   19740128,826        ,OR            ,Wife's Term Rider                       ,           ,            0,           49,             1,             0,             0,             0,             0,             0,            10,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       49,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14291688,             0,0x393630204C5038352D4D3030344040403030313139373430313238,0x393630204C5038352D4D3030343139373430313238383236202020202020204F52576966652773205465726D2052696465722020202020202020202020202020202020202020202020203030303034390100000000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030343930303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD3101E812DA00
960 LP85-M,               5,   19740128,0823 960SP ,OR            ,Waiver of Premium - Spouse              ,           ,            0,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14300724,             0,0x393630204C5038352D4D3030354040403030313139373430313238,0x393630204C5038352D4D3030353139373430313238303832332039363053504F52576169766572206F66205072656D69756D202D2053706F757365202020202020202020202020202020303030303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD31013436DA00
960 LP85-M,               6,   19740128,828        ,CR            ,Child's Term Insurance                  ,           ,            0,           17,             1,             0,             0,             0,             0,             0,             5,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       17,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14302953,             0,0x393630204C5038352D4D3030364040403030313139373430313238,0x393630204C5038352D4D30303631393734303132383832382020202020202043524368696C642773205465726D20496E737572616E6365202020202020202020202020202020202020203030303031370100000000000000000000000000000000000000000000000500000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030313730303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD3101E93EDA00
960 LP85-M,               7,   19740128,0823 960CH ,WP            ,Waiver of Premium - Child               ,           ,            0,           17,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       17,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14311806,             0,0x393630204C5038352D4D3030374040403030313139373430313238,0x393630204C5038352D4D3030373139373430313238303832332039363043485750576169766572206F66205072656D69756D202D204368696C6420202020202020202020202020202020303030303137010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030313730303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD31017E61DA00
960 LP85-M,               8,   19740128,863        ,OR            ,Monthly Income Rider                    ,           ,           15,           55,             4,             0,             0,             0,             0,             0,           100,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14313285,             0,0x393630204C5038352D4D3030384040403030313139373430313238,0x393630204C5038352D4D3030383139373430313238383633202020202020204F524D6F6E74686C7920496E636F6D652052696465722020202020202020202020202020202020202020203031353035350400000000000000000000000000000000000000000000006400000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD31014567DA00
960 LP85-M,               9,   19740128,0823 960MI ,WP            ,Waiver of Premium - MI Benefit          ,           ,           15,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,N              ,@            ,       1,TLC1     ,   20041012,   14315652,             0,0x393630204C5038352D4D3030394040403030313139373430313238,0x393630204C5038352D4D303039313937343031323830383233203936304D495750576169766572206F66205072656D69756D202D204D492042656E656669742020202020202020202020303135303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E494E40303031202020202020202020544C433134CD31018470DA00
960 OL    ,               8,   19841228,0824 P DIS ,PS            ,& Payor Disability Rider                ,           ,            0,           55,             2,             0,             0,             0,             0,             0,            10,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,N            ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,P           ,           .00,               ,          100,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20031013,    7131550,             0,0x393630204F4C202020203030384040403030313139383431323238,0x393630204F4C20202020303038313938343132323830383234205020444953505326205061796F72204469736162696C69747920526964657220202020202020202020202020202020203030303035350200000000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020204E20202030353530303030303030303030303030303020202042554E5000000000000F202020313030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E4125A631019ED16C00
960 OL    ,               9,   19841228,0824 P DTH ,SC            ,Payor Death                             ,           ,            0,           55,             1,             0,             0,             0,             0,             0,             1,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,N            ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,A           ,          1.00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,N                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,MJNA     ,   20031013,    7154184,             0,0x393630204F4C202020203030394040403030313139383431323238,0x393630204F4C2020202030303931393834313232383038323420502044544853435061796F722044656174682020202020202020202020202020202020202020202020202020202020203030303035350100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020204E20202030353530303030303030303030303030303020202042554E4100000000100F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E2020202020204220202020202020202020202020202020202030523030303030303030204E2030203020304E20202020202020202020204E4920403030312020202020202020204D4A4E4125A63101082A6D00
960 OL    ,               1,   19841228,960 OL     ,BA            ,Ordinary Whole Life                     ,           ,            0,           70,             2,             0,             0,             0,             0,             0,          1000,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       70,        0,        0,        0,        0,        0,             ,B        ,U        ,B             ,            ,           .00,               ,            0,             1,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 , (YES/NO)    ,                ,N                 ,Y                ,I               ,               ,@            ,       1,SXH1     ,   20030827,    8441740,             0,0x393630204F4C202020203030314040403030313139383431323238,0x393630204F4C202020203030313139383431323238393630204F4C2020202042414F7264696E6172792057686F6C65204C69666520202020202020202020202020202020202020202020303030303730020000000000000000000000000000000000000000000000E803000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E20202020202020202020202020202020202020202020203037303030303030303030303030303030302020204255422000000000000F202020303030303130303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020203030303030303052303030303030303020592030203020304E20285945532F4E4F29204E59492040303031202020202020202020535848316BA531018CCF8000
960 OL    ,               2,   19841228,0823 960OL ,WP            ,Waiver of Premium                       ,           ,           15,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,SXH1     ,   20030827,    8442098,             0,0x393630204F4C202020203030324040403030313139383431323238,0x393630204F4C20202020303032313938343132323830383233203936304F4C5750576169766572206F66205072656D69756D202020202020202020202020202020202020202020202020303135303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020535848316BA53101F2D08000
960 OL    ,               3,   19841228,0822 960   ,AD            ,Accidental Death Benefit                ,           ,           15,           55,             1,             0,             0,             0,             0,             0,           200,             0,             0,             0,             0,             0,               1,N                 ,N                 ,             0,              0,              ,N               ,N               ,             ,             ,             ,              ,       55,        0,        0,        0,        0,        0,             ,B        ,U        ,N             ,            ,           .00,               ,            0,             0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,       0,       0,       0,       0,       0,       0,       0,       0,       0,        0,             ,            0,               ,@@         ,N              ,             ,             ,B          ,                ,            .00,R                 ,             0,             0,         0,         0,          ,Y                 ,          0,             0,        0,N                 ,             ,                ,                  ,N                ,I               ,               ,@            ,       1,SXH1     ,   20030827,    8442435,             0,0x393630204F4C202020203030334040403030313139383431323238,0x393630204F4C2020202030303331393834313232383038323220393630202041444163636964656E74616C2044656174682042656E656669742020202020202020202020202020202020303135303535010000000000000000000000000000000000000000000000C800000000000000000000000000000000000000000000003030314E4E3030303030302020202020202020202020204E4E202020202020202020202020202020202020202020202030353530303030303030303030303030303020202042554E2000000000000F202020303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030203030202040404E202020202020422020202020202020202020202020202020203052303030303030303020592030203020304E20202020202020202020204E492040303031202020202020202020535848316BA5310143D28000
