POL,MPOLICY,ISWL,PREMIUMS_PAID,PU_PREMIUMS_PAID,SU_PREMIUMS_PAID,SL_PREMIUMS_PAID,LP_TOTAL,HIST,ADJ,HAS_HIST,STATUS
9010615192,010615192C,False,5400.0,2828.97,0.0,0.0,8228.97,1080.0,7148.97,True,LOAD_CANDIDATE
9010639996,010639996C,False,1468.84,0.0,0.0,0.0,1468.84,0.0,1468.84,False,LOAD_CANDIDATE
9010653595,010653595C,False,1817.6,0.0,0.0,0.0,1817.6,173.44,1644.16,True,LOAD_CANDIDATE
9010653596,010653596C,False,1736.8,0.0,0.0,0.0,1736.8,166.24,1570.56,True,LOAD_CANDIDATE
9010728947,010728947C,False,2991.92,0.0,0.0,0.0,2991.92,607.92,2384.0,True,LOAD_CANDIDATE
9010761450,010761450C,False,18916.92,0.0,0.0,0.0,18916.92,9461.9,9455.02,True,LOAD_CANDIDATE
9010762461,010762461C,False,28721.9,0.0,0.0,0.0,28721.9,15299.55,13422.35,True,LOAD_CANDIDATE
9010764158,010764158C,False,4902.24,0.0,0.0,0.0,4902.24,2037.76,2864.48,True,LOAD_CANDIDATE
9010764248,010764248C,False,7742.8,0.0,1099.42,0.0,8842.220000000001,3654.08,5188.14,True,LOAD_CANDIDATE
9010764250,010764250C,False,19154.17,0.0,0.0,0.0,19154.17,9084.66,10069.51,True,LOAD_CANDIDATE
9010768802,010768802C,False,6959.83,0.0,0.0,0.0,6959.83,3146.76,3813.07,True,LOAD_CANDIDATE
9010773561,010773561C,False,63600.37,0.0,0.0,0.0,63600.37,37315.76,26284.61,True,LOAD_CANDIDATE
9010774774,010774774C,False,17761.52,0.0,0.0,0.0,17761.52,9107.64,8653.88,True,LOAD_CANDIDATE
9010775172,010775172C,False,12024.5,0.0,0.0,0.0,12024.5,948.0,11076.5,True,LOAD_CANDIDATE
9010776221,010776221C,False,11560.34,0.0,0.0,0.0,11560.34,2478.46,9081.88,True,LOAD_CANDIDATE
9010777321,010777321C,False,65267.36,0.0,0.0,0.0,65267.36,35490.21,29777.15,True,LOAD_CANDIDATE
9010777322,010777322C,False,8024.6,0.0,0.0,0.0,8024.6,3807.8199999999997,4216.78,True,LOAD_CANDIDATE
9010778181,010778181C,False,5812.38,0.0,1389.84,0.0,7202.22,374.82,6827.4,True,LOAD_CANDIDATE
9010778263,010778263C,False,76193.57,0.0,0.0,0.0,76193.57,29816.489999999998,46377.08,True,LOAD_CANDIDATE
9010779456,010779456C,False,5244.0,0.0,0.0,0.0,5244.0,2313.5,2930.5,True,LOAD_CANDIDATE
9010779553,010779553C,False,4507.19,0.0,1411.52,0.0,5918.709999999999,2356.27,3562.44,True,LOAD_CANDIDATE
9010780202,010780202C,False,18132.41,0.0,1599.72,0.0,19732.13,9188.98,10543.15,True,LOAD_CANDIDATE
9010781852,010781852C,False,19200.46,0.0,0.0,0.0,19200.46,9541.58,9658.88,True,LOAD_CANDIDATE
9010781853,010781853C,False,13602.03,0.0,0.0,0.0,13602.03,6431.04,7170.99,True,LOAD_CANDIDATE
9010783070,010783070C,False,15007.0,0.0,0.0,0.0,15007.0,7709.0,7298.0,True,LOAD_CANDIDATE
9010783071,010783071C,False,23646.0,0.0,0.0,0.0,23646.0,12737.0,10909.0,True,LOAD_CANDIDATE
9010785300,010785300C,False,3954.22,0.0,0.0,0.0,3954.22,1075.83,2878.39,True,LOAD_CANDIDATE
9010785831,010785831C,False,4504.0,0.0,0.0,0.0,4504.0,289.0,4215.0,True,LOAD_CANDIDATE
9010786425,010786425C,False,2859.26,0.0,0.0,0.0,2859.26,651.31,2207.95,True,LOAD_CANDIDATE
9010790779,010790779C,False,4762.32,0.0,0.0,0.0,4762.32,0.0,4762.32,False,LOAD_CANDIDATE
9010791744,010791744C,False,39153.96,0.0,0.0,0.0,39153.96,15416.98,23736.98,True,LOAD_CANDIDATE
9010792116,010792116C,False,6309.89,0.0,0.0,0.0,6309.89,2525.5,3784.39,True,LOAD_CANDIDATE
9010795841,010795841C,False,6820.38,0.0,0.0,0.0,6820.38,659.49,6160.89,True,LOAD_CANDIDATE
9010797181,010797181C,False,48012.63,0.0,0.0,0.0,48012.63,21104.76,26907.87,True,LOAD_CANDIDATE
9010798515,010798515C,False,31310.0,0.0,0.0,0.0,31310.0,0.0,31310.0,False,LOAD_CANDIDATE
9010799083,010799083C,False,12785.47,0.0,0.0,11947.35,24732.82,2712.2999999999997,22020.52,True,LOAD_CANDIDATE
9010800356,010800356C,False,141940.2,0.0,0.0,0.0,141940.2,85173.48,56766.72,True,LOAD_CANDIDATE
9010806350,010806350C,False,26955.97,0.0,0.0,0.0,26955.97,4012.23,22943.74,True,LOAD_CANDIDATE
9010807842,010807842C,False,14516.13,0.0,2713.55,0.0,17229.68,718.4100000000001,16511.27,True,LOAD_CANDIDATE
9010808907,010808907C,False,80879.06,0.0,0.0,0.0,80879.06,29290.31,51588.75,True,LOAD_CANDIDATE
9010810225,010810225C,False,17155.53,0.0,0.0,0.0,17155.53,8358.039999999999,8797.49,True,LOAD_CANDIDATE
9010810226,010810226C,False,39753.53,0.0,0.0,0.0,39753.53,20981.72,18771.81,True,LOAD_CANDIDATE
9010810272,010810272C,False,27308.72,0.0,0.0,0.0,27308.72,14492.4,12816.32,True,LOAD_CANDIDATE
9010810273,010810273C,False,21284.87,0.0,0.0,0.0,21284.87,8251.76,13033.11,True,LOAD_CANDIDATE
9010812205,010812205C,False,10755.25,0.0,0.0,0.0,10755.25,1507.75,9247.5,True,LOAD_CANDIDATE
9010813433,010813433C,False,81472.17,0.0,0.0,0.0,81472.17,39393.96,42078.21,True,LOAD_CANDIDATE
9010814022,010814022C,False,11499.92,0.0,0.0,0.0,11499.92,2801.25,8698.67,True,LOAD_CANDIDATE
9010814023,010814023C,False,28984.38,0.0,4594.4,0.0,33578.78,6915.02,26663.76,True,LOAD_CANDIDATE
9010815772,010815772C,False,20031.0,0.0,0.0,0.0,20031.0,9892.0,10139.0,True,LOAD_CANDIDATE
9010816232,010816232C,False,116953.88,0.0,0.0,0.0,116953.88,71007.63,45946.25,True,LOAD_CANDIDATE
9010816336,010816336C,False,31707.29,0.0,0.0,0.0,31707.29,17058.329999999998,14648.96,True,LOAD_CANDIDATE
9010816337,010816337C,False,22651.71,0.0,0.0,0.0,22651.71,11887.289999999999,10764.42,True,LOAD_CANDIDATE
9010816784,010816784C,False,21641.01,0.0,0.0,0.0,21641.01,11458.82,10182.19,True,LOAD_CANDIDATE
9010818314,010818314C,False,11912.79,0.0,866.88,0.0,12779.67,6159.32,6620.35,True,LOAD_CANDIDATE
9010820645,010820645C,False,3486.42,0.0,485.56,0.0,3971.98,1498.98,2473.0,True,LOAD_CANDIDATE
9010820835,010820835C,False,18207.61,0.0,0.0,0.0,18207.61,8988.11,9219.5,True,LOAD_CANDIDATE
9010821322,010821322C,False,11172.81,0.0,0.0,0.0,11172.81,3053.75,8119.06,True,LOAD_CANDIDATE
9010823222,010823222C,False,20863.16,0.0,0.0,0.0,20863.16,10827.12,10036.04,True,LOAD_CANDIDATE
9010824559,010824559C,False,51703.1,0.0,0.0,0.0,51703.1,21077.32,30625.78,True,LOAD_CANDIDATE
9010824561,010824561C,False,20124.64,0.0,0.0,0.0,20124.64,10486.5,9638.14,True,LOAD_CANDIDATE
9010827956,010827956C,False,29405.25,0.0,3009.0,0.0,32414.25,14261.12,18153.13,True,LOAD_CANDIDATE
9010829154,010829154C,False,61345.37,0.0,0.0,0.0,61345.37,20982.45,40362.92,True,LOAD_CANDIDATE
9010829579,010829579C,False,43788.0,0.0,0.0,0.0,43788.0,14930.0,28858.0,True,LOAD_CANDIDATE
9010830152,010830152C,False,39749.7,0.0,0.0,0.0,39749.7,20619.11,19130.59,True,LOAD_CANDIDATE
9010833858,010833858C,False,17056.64,0.0,2157.6,0.0,19214.239999999998,8810.8,10403.44,True,LOAD_CANDIDATE
9010834719,010834719C,False,8566.22,0.0,1444.96,0.0,10011.18,0.0,10011.18,False,LOAD_CANDIDATE
9010835847,010835847C,False,27115.37,0.0,0.0,0.0,27115.37,12213.99,14901.38,True,LOAD_CANDIDATE
9010837136,010837136C,False,105494.03,0.0,8510.4,0.0,114004.43,61353.21,52651.22,True,LOAD_CANDIDATE
9010838364,010838364C,False,5197.0,0.0,535.0,0.0,5732.0,1588.75,4143.25,True,LOAD_CANDIDATE
9010839848,010839848C,False,4170.58,0.0,0.0,0.0,4170.58,1632.3600000000001,2538.22,True,LOAD_CANDIDATE
9010839849,010839849C,False,3881.41,0.0,0.0,0.0,3881.41,1386.26,2495.15,True,LOAD_CANDIDATE
9010840186,010840186C,False,17886.58,0.0,0.0,0.0,17886.58,9504.16,8382.42,True,LOAD_CANDIDATE
9010840772,010840772C,False,50845.38,0.0,0.0,0.0,50845.38,22114.1,28731.28,True,LOAD_CANDIDATE
9010843233,010843233C,False,6537.25,0.0,0.0,0.0,6537.25,1373.5,5163.75,True,LOAD_CANDIDATE
9010844919,010844919C,False,52806.12,0.0,0.0,0.0,52806.12,31024.079999999998,21782.04,True,LOAD_CANDIDATE
9010848296,010848296C,False,35472.37,0.0,0.0,0.0,35472.37,20605.8,14866.57,True,LOAD_CANDIDATE
9010849221,010849221C,False,16989.71,0.0,1436.16,0.0,18425.87,2316.98,16108.89,True,LOAD_CANDIDATE
9010850345,010850345C,False,30194.82,0.0,0.0,0.0,30194.82,10176.62,20018.2,True,LOAD_CANDIDATE
9010850346,010850346C,False,11565.9,0.0,0.0,0.0,11565.9,3563.04,8002.86,True,LOAD_CANDIDATE
9010850347,010850347C,False,49267.6,0.0,0.0,0.0,49267.6,15139.12,34128.48,True,LOAD_CANDIDATE
9010855995,010855995C,False,20228.0,0.0,0.0,0.0,20228.0,7814.65,12413.35,True,LOAD_CANDIDATE
9010856342,010856342C,False,21457.3,0.0,0.0,0.0,21457.3,11302.31,10154.99,True,LOAD_CANDIDATE
9010857632,010857632C,False,8090.56,0.0,0.0,0.0,8090.56,3908.22,4182.34,True,LOAD_CANDIDATE
9010858443,010858443C,False,3952.75,0.0,1200.0,0.0,5152.75,1291.0,3861.75,True,LOAD_CANDIDATE
9010858488,010858488C,False,112248.31,0.0,0.0,0.0,112248.31,16707.52,95540.79,True,LOAD_CANDIDATE
9010858489,010858489C,False,96558.94,0.0,0.0,0.0,96558.94,49188.24,47370.7,True,LOAD_CANDIDATE
9010858907,010858907C,False,15215.29,0.0,0.0,0.0,15215.29,121.44,15093.85,True,LOAD_CANDIDATE
9010859280,010859280C,False,9909.62,0.0,0.0,0.0,9909.62,4517.7,5391.92,True,LOAD_CANDIDATE
9010868984,010868984C,False,20772.58,0.0,2926.8,0.0,23699.38,6726.09,16973.29,True,LOAD_CANDIDATE
9010872526,010872526C,False,49691.53,0.0,0.0,0.0,49691.53,7128.13,42563.4,True,LOAD_CANDIDATE
9010873285,010873285C,False,30044.46,0.0,0.0,0.0,30044.46,15972.74,14071.72,True,LOAD_CANDIDATE
9010873288,010873288C,False,8189.25,0.0,0.0,0.0,8189.25,2749.0,5440.25,True,LOAD_CANDIDATE
9010874801,010874801C,False,8590.26,0.0,0.0,0.0,8590.26,2884.84,5705.42,True,LOAD_CANDIDATE
9010877466,010877466C,False,28878.06,0.0,0.0,0.0,28878.06,2737.4900000000002,26140.57,True,LOAD_CANDIDATE
9010877467,010877467C,False,11983.64,0.0,0.0,0.0,11983.64,1043.5900000000001,10940.05,True,LOAD_CANDIDATE
9010878315,010878315C,False,32849.43,0.0,0.0,0.0,32849.43,17857.22,14992.21,True,LOAD_CANDIDATE
9010878316,010878316C,False,36094.79,0.0,0.0,0.0,36094.79,20000.28,16094.51,True,LOAD_CANDIDATE
9010878559,010878559C,False,11957.04,0.0,1064.28,0.0,13021.320000000002,5829.12,7192.2,True,LOAD_CANDIDATE
9010880469,010880469C,False,21453.91,0.0,0.0,0.0,21453.91,11307.76,10146.15,True,LOAD_CANDIDATE
9010880950,010880950C,False,40427.44,0.0,4179.48,0.0,44606.92,21961.16,22645.76,True,LOAD_CANDIDATE
9010880951,010880951C,False,18254.86,0.0,2121.96,0.0,20376.82,9616.65,10760.17,True,LOAD_CANDIDATE
9010882195,010882195C,False,9137.84,0.0,0.0,0.0,9137.84,891.12,8246.72,True,LOAD_CANDIDATE
9010882604,010882604C,False,7636.3,0.0,0.0,0.0,7636.3,3528.06,4108.24,True,LOAD_CANDIDATE
9010885383,010885383C,False,24475.41,0.0,0.0,0.0,24475.41,10401.89,14073.52,True,LOAD_CANDIDATE
9010886099,010886099C,False,44763.83,0.0,0.0,34259.7,79023.53,40922.17,38101.36,True,LOAD_CANDIDATE
9010887770,010887770C,False,23777.85,0.0,0.0,0.0,23777.85,7981.71,15796.14,True,LOAD_CANDIDATE
9010888312,010888312C,False,4542.51,0.0,0.0,0.0,4542.51,1908.96,2633.55,True,LOAD_CANDIDATE
9010888313,010888313C,False,18121.76,0.0,0.0,0.0,18121.76,9464.01,8657.75,True,LOAD_CANDIDATE
9010889547,010889547C,False,12932.31,0.0,0.0,0.0,12932.31,5494.84,7437.47,True,LOAD_CANDIDATE
9010895675,010895675C,False,17431.11,0.0,0.0,0.0,17431.11,7322.31,10108.8,True,LOAD_CANDIDATE
9010895937,010895937C,False,20113.61,0.0,0.0,0.0,20113.61,11590.86,8522.75,True,LOAD_CANDIDATE
9010899163,010899163C,False,6754.83,0.0,1182.72,0.0,7937.55,478.55,7459.0,True,LOAD_CANDIDATE
9010900623,010900623C,False,8846.43,0.0,0.0,0.0,8846.43,4217.01,4629.42,True,LOAD_CANDIDATE
9010907385,010907385C,False,5460.0,0.0,0.0,0.0,5460.0,91.0,5369.0,True,LOAD_CANDIDATE
9010914378,010914378C,False,7084.98,0.0,0.0,0.0,7084.98,410.4,6674.58,True,LOAD_CANDIDATE
9010915620,010915620C,False,3672.5,0.0,0.0,0.0,3672.5,1226.5,2446.0,True,LOAD_CANDIDATE
9010916282,010916282C,False,24746.5,0.0,0.0,0.0,24746.5,12615.0,12131.5,True,LOAD_CANDIDATE
9010917601,010917601C,False,5036.3,0.0,0.0,0.0,5036.3,748.16,4288.14,True,LOAD_CANDIDATE
9010917602,010917602C,False,4178.69,0.0,0.0,0.0,4178.69,1763.85,2414.84,True,LOAD_CANDIDATE
9010917603,010917603C,False,4380.11,0.0,0.0,0.0,4380.11,1857.48,2522.63,True,LOAD_CANDIDATE
9010917604,010917604C,False,4136.71,0.0,0.0,0.0,4136.71,1664.26,2472.45,True,LOAD_CANDIDATE
9010917605,010917605C,False,2912.88,0.0,0.0,0.0,2912.88,667.0799999999999,2245.8,True,LOAD_CANDIDATE
9010921853,010921853C,False,29416.26,0.0,0.0,17907.69,47323.95,1153.83,46170.12,True,LOAD_CANDIDATE
9010924487,010924487C,False,18052.99,0.0,4744.96,0.0,22797.95,5749.66,17048.29,True,LOAD_CANDIDATE
9010924488,010924488C,False,12945.74,0.0,2379.52,0.0,15325.26,3648.87,11676.39,True,LOAD_CANDIDATE
9010926226,010926226C,False,21236.32,0.0,1828.27,0.0,23064.59,3611.3500000000004,19453.24,True,LOAD_CANDIDATE
9010926346,010926346C,False,8012.87,0.0,0.0,0.0,8012.87,888.4,7124.47,True,LOAD_CANDIDATE
9010926349,010926349C,False,11394.36,0.0,0.0,0.0,11394.36,1381.23,10013.13,True,LOAD_CANDIDATE
9010926969,010926969C,False,3936.67,0.0,0.0,0.0,3936.67,1555.74,2380.93,True,LOAD_CANDIDATE
9010926970,010926970C,False,5699.32,0.0,0.0,0.0,5699.32,2628.54,3070.78,True,LOAD_CANDIDATE
9010927885,010927885C,False,21586.15,0.0,0.0,0.0,21586.15,6833.58,14752.57,True,LOAD_CANDIDATE
9010932886,010932886C,False,3365.78,0.0,0.0,0.0,3365.78,536.67,2829.11,True,LOAD_CANDIDATE
9010934017,010934017C,False,13510.04,0.0,0.0,0.0,13510.04,6750.54,6759.5,True,LOAD_CANDIDATE
9010936179,010936179C,False,28732.87,0.0,0.0,0.0,28732.87,15496.92,13235.95,True,LOAD_CANDIDATE
9010936709,010936709C,False,37149.28,0.0,0.0,0.0,37149.28,20554.95,16594.33,True,LOAD_CANDIDATE
9010937092,010937092C,False,8751.16,0.0,601.04,0.0,9352.2,4307.12,5045.08,True,LOAD_CANDIDATE
9010937739,010937739C,False,6590.89,0.0,0.0,0.0,6590.89,2906.03,3684.86,True,LOAD_CANDIDATE
9010940855,010940855C,False,7413.35,0.0,252.0,0.0,7665.35,206.5,7458.85,True,LOAD_CANDIDATE
9010948278,010948278C,False,35650.47,0.0,0.0,0.0,35650.47,19450.27,16200.2,True,LOAD_CANDIDATE
9010950970,010950970C,False,3888.16,0.0,548.0,0.0,4436.16,1774.17,2661.99,True,LOAD_CANDIDATE
9010952386,010952386C,False,17344.03,0.0,0.0,0.0,17344.03,9813.3,7530.73,True,LOAD_CANDIDATE
9010955021,010955021C,False,48964.4,0.0,0.0,0.0,48964.4,28205.7,20758.7,True,LOAD_CANDIDATE
9010956610,010956610C,False,13904.39,0.0,0.0,0.0,13904.39,325.38,13579.01,True,LOAD_CANDIDATE
9010957789,010957789C,False,46317.67,0.0,0.0,0.0,46317.67,26547.38,19770.29,True,LOAD_CANDIDATE
9010957790,010957790C,False,12769.67,0.0,0.0,0.0,12769.67,6338.5199999999995,6431.15,True,LOAD_CANDIDATE
9010960586,010960586C,False,12752.68,0.0,871.08,0.0,13623.76,1960.99,11662.77,True,LOAD_CANDIDATE
9010960590,010960590C,False,14137.18,0.0,0.0,0.0,14137.18,2638.46,11498.72,True,LOAD_CANDIDATE
9010961713,010961713C,False,10946.45,0.0,0.0,0.0,10946.45,5252.1,5694.35,True,LOAD_CANDIDATE
9010968808,010968808C,False,3725.04,0.0,484.8,0.0,4209.84,0.0,4209.84,False,LOAD_CANDIDATE
9010968811,010968811C,False,22572.6,0.0,0.0,0.0,22572.6,10425.63,12146.97,True,LOAD_CANDIDATE
9010968813,010968813C,False,9235.86,0.0,623.16,0.0,9859.02,4638.429999999999,5220.59,True,LOAD_CANDIDATE
9010968814,010968814C,False,27770.46,0.0,0.0,0.0,27770.46,15919.91,11850.55,True,LOAD_CANDIDATE
9010968815,010968815C,False,7670.47,0.0,785.52,0.0,8455.99,2308.86,6147.13,True,LOAD_CANDIDATE
9010968816,010968816C,False,30845.91,0.0,0.0,0.0,30845.91,17790.29,13055.62,True,LOAD_CANDIDATE
9010968821,010968821C,False,3885.33,0.0,418.4,0.0,4303.73,1741.76,2561.97,True,LOAD_CANDIDATE
9010969839,010969839C,False,4744.0,0.0,0.0,0.0,4744.0,2071.86,2672.14,True,LOAD_CANDIDATE
9010975712,010975712C,False,22512.35,0.0,0.0,0.0,22512.35,5186.01,17326.34,True,LOAD_CANDIDATE
9010978024,010978024C,False,4689.09,0.0,627.48,0.0,5316.57,2436.14,2880.43,True,LOAD_CANDIDATE
9010983389,010983389C,False,18578.84,0.0,0.0,0.0,18578.84,9166.56,9412.28,True,LOAD_CANDIDATE
9010985217,010985217C,False,9184.7,0.0,0.0,0.0,9184.7,4602.02,4582.68,True,LOAD_CANDIDATE
9010987464,010987464C,False,12344.0,0.0,1144.5,0.0,13488.5,4798.0,8690.5,True,LOAD_CANDIDATE
9010988454,010988454C,False,10736.71,0.0,0.0,0.0,10736.71,4803.3099999999995,5933.4,True,LOAD_CANDIDATE
9010988538,010988538C,False,13722.19,0.0,0.0,0.0,13722.19,7395.45,6326.74,True,LOAD_CANDIDATE
9010988862,010988862C,False,31885.03,0.0,0.0,0.0,31885.03,17379.920000000002,14505.11,True,LOAD_CANDIDATE
9010989860,010989860C,False,43843.97,0.0,0.0,0.0,43843.97,25121.47,18722.5,True,LOAD_CANDIDATE
9010993200,010993200C,False,22308.49,0.0,0.0,0.0,22308.49,11952.84,10355.65,True,LOAD_CANDIDATE
9010993201,010993201C,False,33729.5,0.0,0.0,0.0,33729.5,4365.7300000000005,29363.77,True,LOAD_CANDIDATE
9010998652,010998652C,False,29791.76,0.0,2434.68,0.0,32226.44,16292.08,15934.36,True,LOAD_CANDIDATE
9010999170,010999170C,False,9296.13,0.0,986.8,0.0,10282.929999999998,3041.9,7241.03,True,LOAD_CANDIDATE
9010999694,010999694C,False,39375.0,0.0,0.0,0.0,39375.0,20738.600000000002,18636.4,True,LOAD_CANDIDATE
9011001302,011001302C,False,3186.75,0.0,408.25,0.0,3595.0,1288.5,2306.5,True,LOAD_CANDIDATE
9011001742,011001742C,False,17741.5,0.0,1266.0,0.0,19007.5,4035.0,14972.5,True,LOAD_CANDIDATE
9011003325,011003325C,False,9568.4,0.0,1059.12,0.0,10627.52,4756.74,5870.78,True,LOAD_CANDIDATE
9011005041,011005041C,False,5181.68,0.0,628.24,0.0,5809.92,2711.4900000000002,3098.43,True,LOAD_CANDIDATE
9011005964,011005964C,False,11028.19,0.0,249.64,0.0,11277.83,673.86,10603.97,True,LOAD_CANDIDATE
9011006781,011006781C,False,12820.7,0.0,0.0,0.0,12820.7,6010.25,6810.45,True,LOAD_CANDIDATE
9011011155,011011155C,False,3254.5,0.0,0.0,0.0,3254.5,1059.75,2194.75,True,LOAD_CANDIDATE
9011015985,011015985C,False,16630.43,0.0,0.0,0.0,16630.43,9403.7,7226.73,True,LOAD_CANDIDATE
9011017289,011017289C,False,19934.36,0.0,0.0,0.0,19934.36,11590.86,8343.5,True,LOAD_CANDIDATE
9011018249,011018249C,False,14337.29,0.0,0.0,0.0,14337.29,7285.05,7052.24,True,LOAD_CANDIDATE
9011018697,011018697C,False,12015.09,0.0,1253.52,0.0,13268.61,5589.48,7679.13,True,LOAD_CANDIDATE
9011023481,011023481C,False,12754.28,0.0,0.0,0.0,12754.28,6504.9,6249.38,True,LOAD_CANDIDATE
9011029895,011029895C,False,2995.55,0.0,0.0,0.0,2995.55,211.06,2784.49,True,LOAD_CANDIDATE
9011032090,011032090C,False,2865.67,0.0,0.0,0.0,2865.67,1009.52,1856.15,True,LOAD_CANDIDATE
9011034609,011034609C,False,6642.86,0.0,1038.36,0.0,7681.219999999999,3369.48,4311.74,True,LOAD_CANDIDATE
9011042316,011042316C,False,7524.0,0.0,0.0,0.0,7524.0,1636.1999999999998,5887.8,True,LOAD_CANDIDATE
9011042317,011042317C,False,6264.0,0.0,0.0,0.0,6264.0,641.6999999999999,5622.3,True,LOAD_CANDIDATE
9011042328,011042328C,False,7130.88,0.0,0.0,0.0,7130.88,1263.6,5867.28,True,LOAD_CANDIDATE
9011042434,011042434C,False,7128.0,0.0,0.0,0.0,7128.0,1279.8,5848.2,True,LOAD_CANDIDATE
9011042491,011042491C,False,5832.0,0.0,0.0,0.0,5832.0,138.0,5694.0,True,LOAD_CANDIDATE
9011052719,011052719C,False,7055.64,0.0,0.0,0.0,7055.64,1496.46,5559.18,True,LOAD_CANDIDATE
9011053767,011053767C,False,25071.25,0.0,0.0,0.0,25071.25,11399.42,13671.83,True,LOAD_CANDIDATE
9011054089,011054089C,False,16336.64,0.0,0.0,0.0,16336.64,8776.66,7559.98,True,LOAD_CANDIDATE
9011054122,011054122C,False,12565.27,0.0,0.0,0.0,12565.27,2833.5,9731.77,True,LOAD_CANDIDATE
9011054196,011054196C,False,13024.63,0.0,0.0,0.0,13024.63,5065.76,7958.87,True,LOAD_CANDIDATE
9011054707,011054707C,False,7394.41,0.0,0.0,0.0,7394.41,267.96000000000004,7126.45,True,LOAD_CANDIDATE
9011054839,011054839C,False,2639.68,0.0,0.0,0.0,2639.68,912.34,1727.34,True,LOAD_CANDIDATE
9011054840,011054840C,False,3009.26,0.0,0.0,0.0,3009.26,1090.59,1918.67,True,LOAD_CANDIDATE
9011054985,011054985C,False,33050.25,0.0,0.0,0.0,33050.25,9220.41,23829.84,True,LOAD_CANDIDATE
9011054986,011054986C,False,18230.55,0.0,0.0,0.0,18230.55,3639.6,14590.95,True,LOAD_CANDIDATE
9011056407,011056407C,False,20280.68,0.0,0.0,0.0,20280.68,4669.92,15610.76,True,LOAD_CANDIDATE
9011056748,011056748C,False,6193.73,0.0,0.0,0.0,6193.73,1614.15,4579.58,True,LOAD_CANDIDATE
9011059291,011059291C,False,9606.0,0.0,0.0,0.0,9606.0,0.0,9606.0,False,LOAD_CANDIDATE
9011060427,011060427C,False,8693.82,0.0,48.75,0.0,8742.57,4236.32,4506.25,True,LOAD_CANDIDATE
9011060901,011060901C,False,17787.6,0.0,330.72,0.0,18118.32,8973.6,9144.72,True,LOAD_CANDIDATE
9011061044,011061044C,False,10643.48,0.0,0.0,0.0,10643.48,4648.2,5995.28,True,LOAD_CANDIDATE
9011062307,011062307C,False,30827.53,0.0,0.0,0.0,30827.53,3472.16,27355.37,True,LOAD_CANDIDATE
9011063727,011063727C,False,90170.0,0.0,0.0,0.0,90170.0,49595.0,40575.0,True,LOAD_CANDIDATE
9011064372,011064372C,False,13246.45,0.0,267.72,0.0,13514.17,5148.72,8365.45,True,LOAD_CANDIDATE
9011064373,011064373C,False,49107.96,0.0,0.0,0.0,49107.96,27819.54,21288.42,True,LOAD_CANDIDATE
9011064626,011064626C,False,14789.19,0.0,0.0,0.0,14789.19,8242.31,6546.88,True,LOAD_CANDIDATE
9011064800,011064800C,False,3088.24,0.0,0.0,0.0,3088.24,1139.17,1949.07,True,LOAD_CANDIDATE
9011064803,011064803C,False,16615.61,0.0,0.0,0.0,16615.61,4563.18,12052.43,True,LOAD_CANDIDATE
9011064804,011064804C,False,5456.23,0.0,0.0,0.0,5456.23,331.8,5124.43,True,LOAD_CANDIDATE
9011064956,011064956C,False,33903.32,0.0,0.0,0.0,33903.32,13189.8,20713.52,True,LOAD_CANDIDATE
9011065175,011065175C,False,22936.39,0.0,902.32,0.0,23838.71,3587.36,20251.35,True,LOAD_CANDIDATE
9011065352,011065352C,False,63544.19,0.0,0.0,0.0,63544.19,31018.32,32525.87,True,LOAD_CANDIDATE
9011065353,011065353C,False,11803.85,0.0,695.52,0.0,12499.37,5202.24,7297.13,True,LOAD_CANDIDATE
9011066175,011066175C,False,21386.92,0.0,0.0,0.0,21386.92,11054.82,10332.1,True,LOAD_CANDIDATE
9011066176,011066176C,False,11048.1,0.0,0.0,0.0,11048.1,4833.6,6214.5,True,LOAD_CANDIDATE
9011066632,011066632C,False,8964.73,0.0,364.5,0.0,9329.23,3989.52,5339.71,True,LOAD_CANDIDATE
9011067906,011067906C,False,4512.2,0.0,0.0,0.0,4512.2,1741.75,2770.45,True,LOAD_CANDIDATE
9011068374,011068374C,False,39664.98,0.0,0.0,0.0,39664.98,19089.65,20575.33,True,LOAD_CANDIDATE
9011068375,011068375C,False,7447.24,0.0,0.0,0.0,7447.24,1170.72,6276.52,True,LOAD_CANDIDATE
9011068615,011068615C,False,28737.24,0.0,379.2,0.0,29116.440000000002,12724.3,16392.14,True,LOAD_CANDIDATE
9011068752,011068752C,False,5607.45,0.0,0.0,0.0,5607.45,2254.9,3352.55,True,LOAD_CANDIDATE
9011068814,011068814C,False,19652.47,0.0,0.0,0.0,19652.47,9027.89,10624.58,True,LOAD_CANDIDATE
9011068815,011068815C,False,7650.14,0.0,0.0,0.0,7650.14,3145.83,4504.31,True,LOAD_CANDIDATE
9011068856,011068856C,False,5065.44,0.0,0.0,0.0,5065.44,2028.72,3036.72,True,LOAD_CANDIDATE
9011071154,011071154C,False,8864.14,0.0,0.0,0.0,8864.14,3751.44,5112.7,True,LOAD_CANDIDATE
9011071221,011071221C,False,7000.61,0.0,0.0,0.0,7000.61,2773.47,4227.14,True,LOAD_CANDIDATE
9011072395,011072395C,False,2599.24,0.0,0.0,0.0,2599.24,568.96,2030.28,True,LOAD_CANDIDATE
9011072405,011072405C,False,17793.7,0.0,0.0,13062.21,30855.91,8361.27,22494.64,True,LOAD_CANDIDATE
