generation_status,prototype_claimnum,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,claim_family,derivation_confidence,target_table,production_dbf_flag,record_type,canonical_payment_stage_id,rejection_reason
ACCEPTED,CLM0001256,RC-9010774109-1-SURRENDER_CLAIM-C0-20180106,QDC-RC-9010774109-1-SURRENDER_CLAIM-C0-20180106,ESG-9010774109-RC-9010774109-1-SURRENDER_CLAIM-C0-20180106-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001257,RC-9010774109-1-SURRENDER_CLAIM-C1-20190106,QDC-RC-9010774109-1-SURRENDER_CLAIM-C1-20190106,ESG-9010774109-RC-9010774109-1-SURRENDER_CLAIM-C1-20190106-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001258,RC-9010774109-1-SURRENDER_CLAIM-C2-20200106,QDC-RC-9010774109-1-SURRENDER_CLAIM-C2-20200106,ESG-9010774109-RC-9010774109-1-SURRENDER_CLAIM-C2-20200106-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001259,RC-9010774109-1-SURRENDER_CLAIM-C3-20201120,QDC-RC-9010774109-1-SURRENDER_CLAIM-C3-20201120,ESG-9010774109-RC-9010774109-1-SURRENDER_CLAIM-C3-20201120-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001260,RC-9010774773-1-DEATH_CLAIM-C0-20241104,QDC-RC-9010774773-1-DEATH_CLAIM-C0-20241104,ESG-9010774773-RC-9010774773-1-DEATH_CLAIM-C0-20241104-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001261,RC-9010774794-1-DISBURSEMENT_CLAIM-C0-20260120,QDC-RC-9010774794-1-DISBURSEMENT_CLAIM-C0-20260120,ESG-9010774794-RC-9010774794-1-DISBURSEMENT_CLAIM-C0-20260120-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001262,RC-9010774973-1-DISBURSEMENT_CLAIM-C0-20210114,QDC-RC-9010774973-1-DISBURSEMENT_CLAIM-C0-20210114,ESG-9010774973-RC-9010774973-1-DISBURSEMENT_CLAIM-C0-20210114-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001263,RC-9010775323-1-DEATH_CLAIM-C0-20200925,QDC-RC-9010775323-1-DEATH_CLAIM-C0-20200925,ESG-9010775323-RC-9010775323-1-DEATH_CLAIM-C0-20200925-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001264,RC-9010775583-1-SURRENDER_CLAIM-C0-20180129,QDC-RC-9010775583-1-SURRENDER_CLAIM-C0-20180129,ESG-9010775583-RC-9010775583-1-SURRENDER_CLAIM-C0-20180129-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001265,RC-9010775940-1-SURRENDER_CLAIM-C0-20180101,QDC-RC-9010775940-1-SURRENDER_CLAIM-C0-20180101,ESG-9010775940-RC-9010775940-1-SURRENDER_CLAIM-C0-20180101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001266,RC-9010775940-1-SURRENDER_CLAIM-C1-20190101,QDC-RC-9010775940-1-SURRENDER_CLAIM-C1-20190101,ESG-9010775940-RC-9010775940-1-SURRENDER_CLAIM-C1-20190101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001267,RC-9010775940-2-SURRENDER_CLAIM-C0-20190125,QDC-RC-9010775940-2-SURRENDER_CLAIM-C0-20190125,ESG-9010775940-RC-9010775940-2-SURRENDER_CLAIM-C0-20190125-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001268,RC-9010776002-1-DEATH_CLAIM-C0-20210306,QDC-RC-9010776002-1-DEATH_CLAIM-C0-20210306,ESG-9010776002-RC-9010776002-1-DEATH_CLAIM-C0-20210306-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001269,RC-9010776157-1-SURRENDER_CLAIM-C0-20180104,QDC-RC-9010776157-1-SURRENDER_CLAIM-C0-20180104,ESG-9010776157-RC-9010776157-1-SURRENDER_CLAIM-C0-20180104-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001270,RC-9010776157-1-SURRENDER_CLAIM-C1-20190103,QDC-RC-9010776157-1-SURRENDER_CLAIM-C1-20190103,ESG-9010776157-RC-9010776157-1-SURRENDER_CLAIM-C1-20190103-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001271,RC-9010776157-1-SURRENDER_CLAIM-C2-20200107,QDC-RC-9010776157-1-SURRENDER_CLAIM-C2-20200107,ESG-9010776157-RC-9010776157-1-SURRENDER_CLAIM-C2-20200107-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001272,RC-9010776442-1-DEATH_CLAIM-C0-20200806,QDC-RC-9010776442-1-DEATH_CLAIM-C0-20200806,ESG-9010776442-RC-9010776442-1-DEATH_CLAIM-C0-20200806-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001273,RC-9010776445-1-DEATH_CLAIM-C0-20240603,QDC-RC-9010776445-1-DEATH_CLAIM-C0-20240603,ESG-9010776445-RC-9010776445-1-DEATH_CLAIM-C0-20240603-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001274,RC-9010776555-1-DEATH_CLAIM-C0-20200203,QDC-RC-9010776555-1-DEATH_CLAIM-C0-20200203,ESG-9010776555-RC-9010776555-1-DEATH_CLAIM-C0-20200203-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001275,RC-9010776651-1-DISBURSEMENT_CLAIM-C0-20190813,QDC-RC-9010776651-1-DISBURSEMENT_CLAIM-C0-20190813,ESG-9010776651-RC-9010776651-1-DISBURSEMENT_CLAIM-C0-20190813-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001276,RC-9010776651-1-SURRENDER_CLAIM-C0-20181115,QDC-RC-9010776651-1-SURRENDER_CLAIM-C0-20181115,ESG-9010776651-RC-9010776651-1-SURRENDER_CLAIM-C0-20181115-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001277,RC-9010776653-1-SURRENDER_CLAIM-C0-20180115,QDC-RC-9010776653-1-SURRENDER_CLAIM-C0-20180115,ESG-9010776653-RC-9010776653-1-SURRENDER_CLAIM-C0-20180115-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001278,RC-9010776653-1-SURRENDER_CLAIM-C1-20190115,QDC-RC-9010776653-1-SURRENDER_CLAIM-C1-20190115,ESG-9010776653-RC-9010776653-1-SURRENDER_CLAIM-C1-20190115-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001279,RC-9010776672-1-DEATH_CLAIM-C0-20240610,QDC-RC-9010776672-1-DEATH_CLAIM-C0-20240610,ESG-9010776672-RC-9010776672-1-DEATH_CLAIM-C0-20240610-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001280,RC-9010776672-1-DISBURSEMENT_CLAIM-C0-20190813,QDC-RC-9010776672-1-DISBURSEMENT_CLAIM-C0-20190813,ESG-9010776672-RC-9010776672-1-DISBURSEMENT_CLAIM-C0-20190813-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001281,RC-9010776811-1-SURRENDER_CLAIM-C0-20180108,QDC-RC-9010776811-1-SURRENDER_CLAIM-C0-20180108,ESG-9010776811-RC-9010776811-1-SURRENDER_CLAIM-C0-20180108-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001282,RC-9010776811-1-SURRENDER_CLAIM-C1-20190108,QDC-RC-9010776811-1-SURRENDER_CLAIM-C1-20190108,ESG-9010776811-RC-9010776811-1-SURRENDER_CLAIM-C1-20190108-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001283,RC-9010776811-1-SURRENDER_CLAIM-C2-20200108,QDC-RC-9010776811-1-SURRENDER_CLAIM-C2-20200108,ESG-9010776811-RC-9010776811-1-SURRENDER_CLAIM-C2-20200108-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001284,RC-9010776811-1-SURRENDER_CLAIM-C3-20210108,QDC-RC-9010776811-1-SURRENDER_CLAIM-C3-20210108,ESG-9010776811-RC-9010776811-1-SURRENDER_CLAIM-C3-20210108-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001285,RC-9010776811-1-SURRENDER_CLAIM-C4-20210315,QDC-RC-9010776811-1-SURRENDER_CLAIM-C4-20210315,ESG-9010776811-RC-9010776811-1-SURRENDER_CLAIM-C4-20210315-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001286,RC-9010776814-1-DEATH_CLAIM-C0-20201029,QDC-RC-9010776814-1-DEATH_CLAIM-C0-20201029,ESG-9010776814-RC-9010776814-1-DEATH_CLAIM-C0-20201029-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001287,RC-9010777043-1-DEATH_CLAIM-C0-20191019,QDC-RC-9010777043-1-DEATH_CLAIM-C0-20191019,ESG-9010777043-RC-9010777043-1-DEATH_CLAIM-C0-20191019-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001288,RC-9010777124-1-DEATH_CLAIM-C0-20231120,QDC-RC-9010777124-1-DEATH_CLAIM-C0-20231120,ESG-9010777124-RC-9010777124-1-DEATH_CLAIM-C0-20231120-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001289,RC-9010777546-1-DEATH_CLAIM-C0-20231209,QDC-RC-9010777546-1-DEATH_CLAIM-C0-20231209,ESG-9010777546-RC-9010777546-1-DEATH_CLAIM-C0-20231209-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001290,RC-9010777788-1-DEATH_CLAIM-C0-20181209,QDC-RC-9010777788-1-DEATH_CLAIM-C0-20181209,ESG-9010777788-RC-9010777788-1-DEATH_CLAIM-C0-20181209-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001291,RC-9010777793-1-DEATH_CLAIM-C0-20230429,QDC-RC-9010777793-1-DEATH_CLAIM-C0-20230429,ESG-9010777793-RC-9010777793-1-DEATH_CLAIM-C0-20230429-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001292,RC-9010778142-1-DEATH_CLAIM-C0-20190227,QDC-RC-9010778142-1-DEATH_CLAIM-C0-20190227,ESG-9010778142-RC-9010778142-1-DEATH_CLAIM-C0-20190227-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001293,RC-9010778299-1-DISBURSEMENT_CLAIM-C0-20221004,QDC-RC-9010778299-1-DISBURSEMENT_CLAIM-C0-20221004,ESG-9010778299-RC-9010778299-1-DISBURSEMENT_CLAIM-C0-20221004-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001294,RC-9010778474-1-DEATH_CLAIM-C0-20210508,QDC-RC-9010778474-1-DEATH_CLAIM-C0-20210508,ESG-9010778474-RC-9010778474-1-DEATH_CLAIM-C0-20210508-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001295,RC-9010778474-1-DISBURSEMENT_CLAIM-C0-20191203,QDC-RC-9010778474-1-DISBURSEMENT_CLAIM-C0-20191203,ESG-9010778474-RC-9010778474-1-DISBURSEMENT_CLAIM-C0-20191203-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001296,RC-9010778474-1-SURRENDER_CLAIM-C0-20180203,QDC-RC-9010778474-1-SURRENDER_CLAIM-C0-20180203,ESG-9010778474-RC-9010778474-1-SURRENDER_CLAIM-C0-20180203-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001297,RC-9010778519-1-DEATH_CLAIM-C0-20240729,QDC-RC-9010778519-1-DEATH_CLAIM-C0-20240729,ESG-9010778519-RC-9010778519-1-DEATH_CLAIM-C0-20240729-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001298,RC-9010778635-1-DEATH_CLAIM-C0-20220521,QDC-RC-9010778635-1-DEATH_CLAIM-C0-20220521,ESG-9010778635-RC-9010778635-1-DEATH_CLAIM-C0-20220521-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001299,RC-9010778697-1-SURRENDER_CLAIM-C0-20180122,QDC-RC-9010778697-1-SURRENDER_CLAIM-C0-20180122,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C0-20180122-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001300,RC-9010778697-1-SURRENDER_CLAIM-C1-20181025,QDC-RC-9010778697-1-SURRENDER_CLAIM-C1-20181025,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C1-20181025-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001301,RC-9010778697-1-SURRENDER_CLAIM-C10-20240124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C10-20240124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C10-20240124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001302,RC-9010778697-1-SURRENDER_CLAIM-C11-20250124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C11-20250124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C11-20250124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001303,RC-9010778697-1-SURRENDER_CLAIM-C12-20250801,QDC-RC-9010778697-1-SURRENDER_CLAIM-C12-20250801,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C12-20250801-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001304,RC-9010778697-1-SURRENDER_CLAIM-C13-20260124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C13-20260124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C13-20260124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001305,RC-9010778697-1-SURRENDER_CLAIM-C2-20190124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C2-20190124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C2-20190124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001306,RC-9010778697-1-SURRENDER_CLAIM-C3-20190730,QDC-RC-9010778697-1-SURRENDER_CLAIM-C3-20190730,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C3-20190730-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001307,RC-9010778697-1-SURRENDER_CLAIM-C4-20200124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C4-20200124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C4-20200124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001308,RC-9010778697-1-SURRENDER_CLAIM-C5-20200421,QDC-RC-9010778697-1-SURRENDER_CLAIM-C5-20200421,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C5-20200421-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001309,RC-9010778697-1-SURRENDER_CLAIM-C6-20210124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C6-20210124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C6-20210124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001310,RC-9010778697-1-SURRENDER_CLAIM-C7-20220124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C7-20220124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C7-20220124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001311,RC-9010778697-1-SURRENDER_CLAIM-C8-20220428,QDC-RC-9010778697-1-SURRENDER_CLAIM-C8-20220428,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C8-20220428-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001312,RC-9010778697-1-SURRENDER_CLAIM-C9-20230124,QDC-RC-9010778697-1-SURRENDER_CLAIM-C9-20230124,ESG-9010778697-RC-9010778697-1-SURRENDER_CLAIM-C9-20230124-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001313,RC-9010778834-1-DEATH_CLAIM-C0-20220624,QDC-RC-9010778834-1-DEATH_CLAIM-C0-20220624,ESG-9010778834-RC-9010778834-1-DEATH_CLAIM-C0-20220624-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001314,RC-9010778841-1-DEATH_CLAIM-C0-20180326,QDC-RC-9010778841-1-DEATH_CLAIM-C0-20180326,ESG-9010778841-RC-9010778841-1-DEATH_CLAIM-C0-20180326-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001315,RC-9010778841-1-DISBURSEMENT_CLAIM-C0-20180502,QDC-RC-9010778841-1-DISBURSEMENT_CLAIM-C0-20180502,ESG-9010778841-RC-9010778841-1-DISBURSEMENT_CLAIM-C0-20180502-SOLO,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001316,RC-9010778913-1-DEATH_CLAIM-C0-20190110,QDC-RC-9010778913-1-DEATH_CLAIM-C0-20190110,ESG-9010778913-RC-9010778913-1-DEATH_CLAIM-C0-20190110-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001317,RC-9010779191-1-DEATH_CLAIM-C0-20191023,QDC-RC-9010779191-1-DEATH_CLAIM-C0-20191023,ESG-9010779191-RC-9010779191-1-DEATH_CLAIM-C0-20191023-SOLO,DEATH_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001318,RC-9010779197-1-DEATH_CLAIM-C0-20250706,QDC-RC-9010779197-1-DEATH_CLAIM-C0-20250706,ESG-9010779197-RC-9010779197-1-DEATH_CLAIM-C0-20250706-SOLO,DEATH_CLAIM,MODERATE_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001319,RC-9010779556-1-SURRENDER_CLAIM-C0-20180128,QDC-RC-9010779556-1-SURRENDER_CLAIM-C0-20180128,ESG-9010779556-RC-9010779556-1-SURRENDER_CLAIM-C0-20180128-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001320,RC-9010779556-1-SURRENDER_CLAIM-C1-20190828,QDC-RC-9010779556-1-SURRENDER_CLAIM-C1-20190828,ESG-9010779556-RC-9010779556-1-SURRENDER_CLAIM-C1-20190828-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001321,RC-9010779563-1-SURRENDER_CLAIM-C0-20180201,QDC-RC-9010779563-1-SURRENDER_CLAIM-C0-20180201,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C0-20180201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001322,RC-9010779563-1-SURRENDER_CLAIM-C1-20180501,QDC-RC-9010779563-1-SURRENDER_CLAIM-C1-20180501,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C1-20180501-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001323,RC-9010779563-1-SURRENDER_CLAIM-C10-20200801,QDC-RC-9010779563-1-SURRENDER_CLAIM-C10-20200801,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C10-20200801-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001324,RC-9010779563-1-SURRENDER_CLAIM-C11-20201101,QDC-RC-9010779563-1-SURRENDER_CLAIM-C11-20201101,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C11-20201101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001325,RC-9010779563-1-SURRENDER_CLAIM-C12-20210201,QDC-RC-9010779563-1-SURRENDER_CLAIM-C12-20210201,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C12-20210201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001326,RC-9010779563-1-SURRENDER_CLAIM-C13-20210501,QDC-RC-9010779563-1-SURRENDER_CLAIM-C13-20210501,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C13-20210501-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001327,RC-9010779563-1-SURRENDER_CLAIM-C14-20210801,QDC-RC-9010779563-1-SURRENDER_CLAIM-C14-20210801,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C14-20210801-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001328,RC-9010779563-1-SURRENDER_CLAIM-C15-20211101,QDC-RC-9010779563-1-SURRENDER_CLAIM-C15-20211101,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C15-20211101-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001329,RC-9010779563-1-SURRENDER_CLAIM-C16-20220201,QDC-RC-9010779563-1-SURRENDER_CLAIM-C16-20220201,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C16-20220201-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001330,RC-9010779563-1-SURRENDER_CLAIM-C17-20220501,QDC-RC-9010779563-1-SURRENDER_CLAIM-C17-20220501,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C17-20220501-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
ACCEPTED,CLM0001331,RC-9010779563-1-SURRENDER_CLAIM-C18-20220801,QDC-RC-9010779563-1-SURRENDER_CLAIM-C18-20220801,ESG-9010779563-RC-9010779563-1-SURRENDER_CLAIM-C18-20220801-SOLO,SURRENDER_CLAIM,HIGH_CONFIDENCE,QUIKCLMS_PROTOTYPE.DBF,N,CLAIM,,
