prototype_claimnum,reconstructed_claim_id,policy_number,claim_family,quikclms_mpaid,quikclmp_sum_mamount,mpaid_variance,mnetamt,net_payment_variance,quikclms_mpaycount,quikclmp_payment_count,payment_count_match,amount_reconciliation,mresidual,residual_preserved,reconciliation_status
CLM0000806,RC-9010550564-1-SURRENDER_CLAIM-C2-20190920,9010550564,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000807,RC-9010564241-1-SURRENDER_CLAIM-C0-20171106,9010564241,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000808,RC-9010565013-1-SURRENDER_CLAIM-C0-20181215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000809,RC-9010565013-1-SURRENDER_CLAIM-C1-20191215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000810,RC-9010565013-1-SURRENDER_CLAIM-C2-20201215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000811,RC-9010565013-1-SURRENDER_CLAIM-C3-20211215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000812,RC-9010565013-1-SURRENDER_CLAIM-C4-20221215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000813,RC-9010565013-1-SURRENDER_CLAIM-C5-20231215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000814,RC-9010565013-1-SURRENDER_CLAIM-C6-20241215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000815,RC-9010565013-1-SURRENDER_CLAIM-C7-20251215,9010565013,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000816,RC-9010567983-1-SURRENDER_CLAIM-C0-20250110,9010567983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000817,RC-9010567983-1-SURRENDER_CLAIM-C1-20260110,9010567983,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000818,RC-9010578820-1-DEATH_CLAIM-C0-20200118,9010578820,DEATH_CLAIM,1539.7,1539.7,0.0,1539.7,0.0,4,4,Y,PASS,0.0,N,PASS
CLM0000819,RC-9010580464-1-DEATH_CLAIM-C0-20200712,9010580464,DEATH_CLAIM,1817.67,1817.67,0.0,1817.67,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000820,RC-9010586005-1-SURRENDER_CLAIM-C0-20171123,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000821,RC-9010586005-1-SURRENDER_CLAIM-C1-20191123,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000822,RC-9010586005-1-SURRENDER_CLAIM-C2-20200323,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000823,RC-9010586005-1-SURRENDER_CLAIM-C3-20200723,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000824,RC-9010586005-1-SURRENDER_CLAIM-C4-20220425,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000825,RC-9010586005-1-SURRENDER_CLAIM-C5-20230111,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000826,RC-9010586005-1-SURRENDER_CLAIM-C6-20230723,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000827,RC-9010586005-1-SURRENDER_CLAIM-C7-20240318,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000828,RC-9010586005-1-SURRENDER_CLAIM-C8-20240723,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000829,RC-9010586005-1-SURRENDER_CLAIM-C9-20241204,9010586005,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000830,RC-9010586005-2-DEATH_CLAIM-C0-20251007,9010586005,DEATH_CLAIM,99.51,0.0,99.51,99.51,,1,0,N,PASS,99.51,Y,REVIEW
CLM0000831,RC-9010718495-1-DEATH_CLAIM-C0-20220214,9010718495,DEATH_CLAIM,25000.0,25000.0,0.0,25000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000832,RC-9010722516-1-SURRENDER_CLAIM-C0-20180105,9010722516,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000833,RC-9010724403-1-DEATH_CLAIM-C0-20220711,9010724403,DEATH_CLAIM,100000.0,100000.0,0.0,100000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000834,RC-9010726319-1-DISBURSEMENT_CLAIM-C0-20180307,9010726319,DISBURSEMENT_CLAIM,0.0,0.0,0.0,2007.22,,0,0,Y,PASS,0.0,N,PASS
CLM0000835,RC-9010730647-1-SURRENDER_CLAIM-C0-20180924,9010730647,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000836,RC-9010730647-1-SURRENDER_CLAIM-C1-20190416,9010730647,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000837,RC-9010731970-1-SURRENDER_CLAIM-C0-20180115,9010731970,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000838,RC-9010733472-1-SURRENDER_CLAIM-C0-20171126,9010733472,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000839,RC-9010733665-1-SURRENDER_CLAIM-C0-20181028,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000840,RC-9010733665-1-SURRENDER_CLAIM-C1-20191028,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000841,RC-9010733665-1-SURRENDER_CLAIM-C2-20201027,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000842,RC-9010733665-1-SURRENDER_CLAIM-C3-20211022,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000843,RC-9010733665-1-SURRENDER_CLAIM-C4-20221027,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000844,RC-9010733665-1-SURRENDER_CLAIM-C5-20231028,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000845,RC-9010733665-1-SURRENDER_CLAIM-C6-20241028,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000846,RC-9010733665-1-SURRENDER_CLAIM-C7-20251023,9010733665,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000847,RC-9010736035-1-SURRENDER_CLAIM-C0-20181120,9010736035,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000848,RC-9010736035-1-SURRENDER_CLAIM-C1-20190613,9010736035,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000849,RC-9010736283-1-DEATH_CLAIM-C0-20190214,9010736283,DEATH_CLAIM,25027.65,25027.65,0.0,25000.0,-27.65,1,1,Y,PASS,-27.65,Y,PASS
CLM0000850,RC-9010736935-1-SURRENDER_CLAIM-C0-20180921,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000851,RC-9010736935-1-SURRENDER_CLAIM-C1-20181210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000852,RC-9010736935-1-SURRENDER_CLAIM-C2-20191210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000853,RC-9010736935-1-SURRENDER_CLAIM-C3-20201210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000854,RC-9010736935-1-SURRENDER_CLAIM-C4-20211210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000855,RC-9010736935-1-SURRENDER_CLAIM-C5-20220603,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000856,RC-9010736935-1-SURRENDER_CLAIM-C6-20221210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000857,RC-9010736935-1-SURRENDER_CLAIM-C7-20231210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000858,RC-9010736935-1-SURRENDER_CLAIM-C8-20241210,9010736935,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000859,RC-9010737619-1-DISBURSEMENT_CLAIM-C0-20230404,9010737619,DISBURSEMENT_CLAIM,0.0,0.0,0.0,7.84,,0,0,Y,PASS,0.0,N,PASS
CLM0000860,RC-9010738161-1-SURRENDER_CLAIM-C0-20180104,9010738161,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000861,RC-9010738539-1-SURRENDER_CLAIM-C0-20230703,9010738539,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000862,RC-9010738539-1-SURRENDER_CLAIM-C1-20231213,9010738539,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000863,RC-9010738539-1-SURRENDER_CLAIM-C2-20240403,9010738539,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000864,RC-9010738539-1-SURRENDER_CLAIM-C3-20240703,9010738539,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000865,RC-9010738539-1-SURRENDER_CLAIM-C4-20241003,9010738539,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000866,RC-9010738751-1-DISBURSEMENT_CLAIM-C0-20190305,9010738751,DISBURSEMENT_CLAIM,0.0,0.0,0.0,2192.01,,0,0,Y,PASS,0.0,N,PASS
CLM0000867,RC-9010740836-1-DEATH_CLAIM-C0-20191108,9010740836,DEATH_CLAIM,5000.0,5000.0,0.0,5000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000868,RC-9010740877-1-DEATH_CLAIM-C0-20210214,9010740877,DEATH_CLAIM,50000.0,50000.0,0.0,50000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000869,RC-9010741234-1-SURRENDER_CLAIM-C0-20180124,9010741234,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000870,RC-9010741302-1-DISBURSEMENT_CLAIM-C0-20210617,9010741302,DISBURSEMENT_CLAIM,0.0,0.0,0.0,78.88,,0,0,Y,PASS,0.0,N,PASS
CLM0000871,RC-9010741334-1-DISBURSEMENT_CLAIM-C0-20210617,9010741334,DISBURSEMENT_CLAIM,0.0,0.0,0.0,89.12,,0,0,Y,PASS,0.0,N,PASS
CLM0000872,RC-9010741943-1-SURRENDER_CLAIM-C0-20180108,9010741943,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000873,RC-9010741943-1-SURRENDER_CLAIM-C1-20241101,9010741943,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000874,RC-9010741943-1-SURRENDER_CLAIM-C2-20250718,9010741943,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000875,RC-9010742224-1-DEATH_CLAIM-C0-20220411,9010742224,DEATH_CLAIM,25060.22,25060.22,0.0,25000.0,-60.22,2,2,Y,PASS,-60.22,Y,PASS
CLM0000876,RC-9010742814-1-DEATH_CLAIM-C0-20180630,9010742814,DEATH_CLAIM,5004.71,5004.71,0.0,5004.71,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000877,RC-9010743074-1-DEATH_CLAIM-C0-20181229,9010743074,DEATH_CLAIM,8032.73,8032.73,0.0,8032.73,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000878,RC-9010743832-1-SURRENDER_CLAIM-C0-20180226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000879,RC-9010743832-1-SURRENDER_CLAIM-C1-20190226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000880,RC-9010743832-1-SURRENDER_CLAIM-C2-20200226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000881,RC-9010743832-1-SURRENDER_CLAIM-C3-20210226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000882,RC-9010743832-1-SURRENDER_CLAIM-C4-20220226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000883,RC-9010743832-1-SURRENDER_CLAIM-C5-20230226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000884,RC-9010743832-1-SURRENDER_CLAIM-C6-20240226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000885,RC-9010743832-1-SURRENDER_CLAIM-C7-20250226,9010743832,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000886,RC-9010744412-1-DEATH_CLAIM-C0-20221103,9010744412,DEATH_CLAIM,11674.77,0.0,11674.77,11674.77,,1,0,N,PASS,0.0,N,REVIEW
CLM0000887,RC-9010745344-1-DEATH_CLAIM-C0-20180225,9010745344,DEATH_CLAIM,40170.01,0.0,40170.01,40170.01,,2,0,N,PASS,0.0,N,REVIEW
CLM0000888,RC-9010745640-1-DEATH_CLAIM-C0-20230901,9010745640,DEATH_CLAIM,15076.12,0.0,15076.12,15076.12,,3,0,N,PASS,0.0,N,REVIEW
CLM0000889,RC-9010745811-1-DEATH_CLAIM-C0-20241016,9010745811,DEATH_CLAIM,50007.18,50007.18,0.0,50000.0,-7.18,1,1,Y,PASS,-7.18,Y,PASS
CLM0000890,RC-9010746498-1-DEATH_CLAIM-C0-20181005,9010746498,DEATH_CLAIM,50041.07,50041.07,0.0,50000.0,-41.07,3,3,Y,PASS,-41.07,Y,PASS
CLM0000891,RC-9010746846-1-SURRENDER_CLAIM-C0-20200328,9010746846,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000892,RC-9010747241-1-DEATH_CLAIM-C0-20180806,9010747241,DEATH_CLAIM,14770.08,0.0,14770.08,14770.08,,4,0,N,PASS,0.0,N,REVIEW
CLM0000893,RC-9010747243-1-SURRENDER_CLAIM-C0-20200825,9010747243,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000894,RC-9010747320-1-DISBURSEMENT_CLAIM-C0-20190827,9010747320,DISBURSEMENT_CLAIM,0.0,0.0,0.0,22.4,,0,0,Y,PASS,0.0,N,PASS
CLM0000895,RC-9010747320-1-SURRENDER_CLAIM-C0-20171229,9010747320,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000896,RC-9010747320-1-SURRENDER_CLAIM-C1-20180706,9010747320,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000897,RC-9010747320-1-SURRENDER_CLAIM-C2-20181106,9010747320,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000898,RC-9010747320-1-SURRENDER_CLAIM-C3-20190307,9010747320,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000899,RC-9010747320-1-SURRENDER_CLAIM-C4-20190709,9010747320,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000900,RC-9010747438-1-DEATH_CLAIM-C0-20180602,9010747438,DEATH_CLAIM,40043.66,40043.66,0.0,40037.72,-5.94,1,1,Y,PASS,-5.94,Y,PASS
CLM0000901,RC-9010747636-1-SURRENDER_CLAIM-C0-20230410,9010747636,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000902,RC-9010748070-1-DEATH_CLAIM-C0-20190211,9010748070,DEATH_CLAIM,6165.25,6165.25,0.0,6165.25,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000903,RC-9010748073-1-SURRENDER_CLAIM-C0-20180123,9010748073,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000904,RC-9010748300-1-SURRENDER_CLAIM-C0-20171227,9010748300,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000905,RC-9010748300-1-SURRENDER_CLAIM-C1-20180312,9010748300,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000906,RC-9010748517-1-DEATH_CLAIM-C0-20180508,9010748517,DEATH_CLAIM,5009.43,5009.43,0.0,5009.43,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000907,RC-9010749053-1-SURRENDER_CLAIM-C0-20180424,9010749053,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000908,RC-9010749053-1-SURRENDER_CLAIM-C1-20190424,9010749053,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000909,RC-9010749053-1-SURRENDER_CLAIM-C2-20200424,9010749053,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000910,RC-9010749053-1-SURRENDER_CLAIM-C3-20210424,9010749053,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000911,RC-9010749053-1-SURRENDER_CLAIM-C4-20220424,9010749053,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000912,RC-9010749054-1-DEATH_CLAIM-C0-20190313,9010749054,DEATH_CLAIM,10174.71,0.0,10174.71,10152.78,,1,0,N,PASS,-21.93,Y,REVIEW
CLM0000913,RC-9010749401-1-DISBURSEMENT_CLAIM-C0-20200117,9010749401,DISBURSEMENT_CLAIM,0.0,0.0,0.0,27.23,,0,0,Y,PASS,0.0,N,PASS
CLM0000914,RC-9010749401-1-SURRENDER_CLAIM-C0-20171201,9010749401,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000915,RC-9010749401-1-SURRENDER_CLAIM-C1-20180501,9010749401,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000916,RC-9010749401-1-SURRENDER_CLAIM-C2-20181019,9010749401,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000917,RC-9010749401-1-SURRENDER_CLAIM-C3-20190724,9010749401,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000918,RC-9010749401-1-SURRENDER_CLAIM-C4-20190924,9010749401,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000919,RC-9010749401-1-SURRENDER_CLAIM-C5-20200201,9010749401,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000920,RC-9010749942-1-SURRENDER_CLAIM-C0-20180122,9010749942,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000921,RC-9010749968-1-DEATH_CLAIM-C0-20221025,9010749968,DEATH_CLAIM,5000.0,5000.0,0.0,5000.0,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000922,RC-9010750265-1-SURRENDER_CLAIM-C0-20180430,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000923,RC-9010750265-1-SURRENDER_CLAIM-C1-20190503,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000924,RC-9010750265-1-SURRENDER_CLAIM-C2-20200508,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000925,RC-9010750265-1-SURRENDER_CLAIM-C3-20210508,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000926,RC-9010750265-1-SURRENDER_CLAIM-C4-20220426,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000927,RC-9010750265-1-SURRENDER_CLAIM-C5-20230424,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000928,RC-9010750265-1-SURRENDER_CLAIM-C6-20240502,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000929,RC-9010750265-1-SURRENDER_CLAIM-C7-20250428,9010750265,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000930,RC-9010750812-1-SURRENDER_CLAIM-C0-20180513,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000931,RC-9010750812-1-SURRENDER_CLAIM-C1-20180813,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000932,RC-9010750812-1-SURRENDER_CLAIM-C10-20231009,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000933,RC-9010750812-1-SURRENDER_CLAIM-C11-20240311,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000934,RC-9010750812-1-SURRENDER_CLAIM-C12-20240513,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000935,RC-9010750812-1-SURRENDER_CLAIM-C13-20250213,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000936,RC-9010750812-1-SURRENDER_CLAIM-C2-20181113,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000937,RC-9010750812-1-SURRENDER_CLAIM-C3-20190513,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000938,RC-9010750812-1-SURRENDER_CLAIM-C4-20200507,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000939,RC-9010750812-1-SURRENDER_CLAIM-C5-20210513,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000940,RC-9010750812-1-SURRENDER_CLAIM-C6-20220405,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000941,RC-9010750812-1-SURRENDER_CLAIM-C7-20220909,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000942,RC-9010750812-1-SURRENDER_CLAIM-C8-20230301,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000943,RC-9010750812-1-SURRENDER_CLAIM-C9-20230513,9010750812,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000944,RC-9010750813-1-SURRENDER_CLAIM-C0-20180122,9010750813,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000945,RC-9010750813-1-SURRENDER_CLAIM-C1-20180513,9010750813,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000946,RC-9010752477-1-DEATH_CLAIM-C0-20190620,9010752477,DEATH_CLAIM,75784.19,75784.19,0.0,75784.19,0.0,1,1,Y,PASS,0.0,N,PASS
CLM0000947,RC-9010752513-1-DISBURSEMENT_CLAIM-C0-20190905,9010752513,DISBURSEMENT_CLAIM,0.0,0.0,0.0,5.47,,0,0,Y,PASS,0.0,N,PASS
CLM0000948,RC-9010752513-1-DISBURSEMENT_CLAIM-C1-20200330,9010752513,DISBURSEMENT_CLAIM,0.0,0.0,0.0,54.75,,0,0,Y,PASS,0.0,N,PASS
CLM0000949,RC-9010752513-1-SURRENDER_CLAIM-C0-20180307,9010752513,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000950,RC-9010752513-1-SURRENDER_CLAIM-C1-20180601,9010752513,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000951,RC-9010752513-1-SURRENDER_CLAIM-C2-20180905,9010752513,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
CLM0000952,RC-9010752513-1-SURRENDER_CLAIM-C3-20181205,9010752513,SURRENDER_CLAIM,0.0,0.0,0.0,0.0,,0,0,Y,PASS,0.0,N,PASS
