source_file,source_row_number,mpolicy,mphase,source_plan_code,candidate_mplan,resolved_mplan,is_authoritative,exists_in_quikplan,contains_spaces,is_blank,resolution_path,fallback_value,governance_status,error_category,remediation_hint,blank_classification
PPBEN.csv,3627,010786878C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3628,010786878C,2,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3629,010786878C,3,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3630,010786878C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3631,010786886C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3632,010786886C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3633,010786886C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3634,010786896C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3635,010786896C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3636,010786896C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3637,010786945C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3638,010786945C,2,1576 658,976658,976658,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,976658,AUTHORIZED,,,
PPBEN.csv,3639,010786945C,3,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3640,010786945C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3641,010787147C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3642,010787147C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3643,010787147C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3644,010787151C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3645,010787151C,2,1576 659,976659,976659,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,976659,AUTHORIZED,,,
PPBEN.csv,3646,010787151C,3,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3647,010787151C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3648,010787237C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3649,010787237C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3650,010787237C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3651,010787351C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3652,010787351C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3653,010787351C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3654,010787390C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3655,010787390C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3656,010787390C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3657,010787511C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3658,010787511C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3659,010787511C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3660,010787513C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3661,010787513C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3662,010787513C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3663,010787560C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3664,010787560C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3665,010787560C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3666,010787639C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3667,010787639C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3668,010787639C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3669,010787668C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3670,010787668C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3671,010787668C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3672,010787669C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3673,010787669C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3674,010787669C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3675,010787730C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3676,010787730C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3677,010787730C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3678,010787761C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3679,010787761C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3680,010787761C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3681,010787762C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3682,010787762C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3683,010787762C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3684,010787952C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3685,010787952C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3686,010787952C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3687,010788086C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3688,010788086C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3689,010788086C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3690,010788102C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3691,010788102C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3692,010788102C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3693,010788111C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3694,010788111C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3695,010788111C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3696,010788188C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3697,010788188C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3698,010788188C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3699,010788197C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3700,010788197C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3701,010788197C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3702,010788421C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3703,010788421C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3704,010788421C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3705,010788426C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3706,010788426C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3707,010788426C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3708,010788679C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3709,010788679C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3710,010788679C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3711,010788860C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3712,010788860C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3713,010788860C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3714,010788878C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3715,010788878C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3716,010788878C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3717,010788886C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3718,010788886C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3719,010788886C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3720,010789095C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3721,010789095C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3722,010789095C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3723,010789213C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3724,010789213C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3725,010789213C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3726,010789348C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3727,010789348C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3728,010789348C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3729,010789351C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3730,010789351C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3731,010789351C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3732,010789375C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3733,010789375C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3734,010789375C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3735,010789384C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3736,010789384C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3737,010789384C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3738,010789525C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3739,010789525C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3740,010789525C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3741,010789531C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3742,010789531C,2,1576 659,976659,976659,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,976659,AUTHORIZED,,,
PPBEN.csv,3743,010789531C,3,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3744,010789531C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3745,010789532C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3746,010789532C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3747,010789532C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3748,010789546C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3749,010789546C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3750,010789546C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3751,010789547C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3752,010789547C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3753,010789547C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3754,010789876C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3755,010789876C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3756,010789876C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3757,010789992C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3758,010789992C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3759,010789992C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3760,010790002C,1,658 CEN I,1658C1,1658C1,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1658C1,AUTHORIZED,,,
PPBEN.csv,3761,010790002C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3762,010790002C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3763,010790054C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3764,010790054C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3765,010790054C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3766,010790077C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3767,010790077C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3768,010790077C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3769,010790170C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3770,010790170C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3771,010790170C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3772,010790176C,1,659 CEN SR,1659CR,1659CR,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659CR,AUTHORIZED,,,
PPBEN.csv,3773,010790176C,2,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
PPBEN.csv,3774,010790176C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,3775,010790287C,1,659 CEN II,1659C2,1659C2,Y,Y,N,N,CATALOG_SOURCE_PLAN_CODE,1659C2,AUTHORIZED,,,
